year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,blh_forecast,NO2_satellite,HCHO_satellite,ratio_satellite,O3_target,NO2_target
2021.00,3.00,22.00,4.00,130.52,6.44,23.76,8.71,2.00,-0.04,-1.68,1042.62,,,,15.22,21.98
2021.00,3.00,22.00,5.00,131.43,6.07,22.95,8.69,1.16,-0.16,-1.84,1418.54,,,,21.43,23.35
2021.00,3.00,22.00,6.00,132.33,5.71,23.10,8.68,0.33,-0.28,-1.99,1154.62,,,,35.92,21.90
2021.00,3.00,22.00,7.00,130.19,5.16,23.45,8.35,1.39,-0.49,-2.09,1227.70,,,,52.70,19.10
2021.00,3.00,22.00,8.00,128.04,4.61,23.32,8.02,2.45,-0.69,-2.18,1147.23,,,,48.67,21.47
2021.00,3.00,22.00,9.00,125.89,4.07,23.24,7.69,3.52,-0.89,-2.28,876.40,,,,37.73,22.28
2021.00,3.00,22.00,10.00,130.98,3.98,20.69,7.47,2.30,-0.20,-1.91,836.03,,,,44.75,19.85
2021.00,3.00,22.00,11.00,136.07,3.89,24.10,7.25,1.08,0.48,-1.53,926.03,,,,43.38,24.10
2021.00,3.00,22.00,12.00,141.17,3.80,24.20,7.03,-0.13,1.16,-1.16,717.47,,,,36.85,30.38
2021.00,3.00,22.00,13.00,147.26,6.19,23.99,7.28,0.16,0.58,-1.42,696.76,,,,21.00,39.95
2021.00,3.00,22.00,14.00,153.35,8.58,24.04,7.53,0.46,0.00,-1.68,760.94,,,,3.55,52.80
2021.00,3.00,22.00,15.00,159.44,10.97,24.61,7.77,0.76,-0.58,-1.94,741.30,,,,15.93,40.57
2021.00,3.00,22.00,16.00,145.59,10.40,25.97,7.88,0.14,-1.66,-2.30,814.30,,,,6.90,49.58
2021.00,3.00,22.00,17.00,131.73,9.82,25.33,7.99,-0.48,-2.74,-2.66,809.96,,,,6.48,43.77
2021.00,3.00,22.00,18.00,117.88,9.25,26.74,8.10,-1.10,-3.82,-3.02,852.13,,,,11.75,36.27
2021.00,3.00,22.00,19.00,127.08,7.35,26.77,8.14,-1.99,-2.08,-2.72,577.38,,,,5.62,39.33
2021.00,3.00,22.00,20.00,136.29,5.44,27.06,8.18,-2.87,-0.34,-2.43,828.16,,,,1.80,41.17
2021.00,3.00,22.00,21.00,145.50,3.54,26.35,8.22,-3.76,1.40,-2.13,716.70,,,,1.33,47.90
2021.00,3.00,22.00,22.00,149.13,3.71,26.26,8.19,-3.20,1.68,-1.74,792.73,,,,1.38,44.00
2021.00,3.00,22.00,23.00,152.76,3.88,26.77,8.15,-2.63,1.95,-1.34,861.72,,,,2.88,44.85
2022.00,3.00,23.00,0.00,122.43,9.06,16.12,6.65,3.72,-1.16,0.41,61.06,,,,2.55,38.05
2022.00,3.00,23.00,1.00,123.64,9.57,15.65,6.96,2.53,-1.31,0.40,70.72,,,,1.82,35.20
2022.00,3.00,23.00,2.00,124.85,10.09,15.78,7.27,1.34,-1.46,0.39,50.66,,,,4.38,33.22
2022.00,3.00,23.00,3.00,126.05,10.60,19.55,7.57,0.16,-1.60,0.38,12.36,,,,6.42,37.38
2022.00,3.00,23.00,4.00,126.99,12.04,15.38,8.08,-0.47,0.46,0.23,35.21,,,,22.60,28.82
2022.00,3.00,23.00,5.00,127.92,13.47,18.31,8.59,-1.10,2.53,0.07,20.31,,,,41.05,24.62
2022.00,3.00,23.00,6.00,128.85,14.90,18.63,9.09,-1.73,4.59,-0.08,21.52,,,,53.00,21.60
2022.00,3.00,23.00,7.00,121.69,17.80,17.93,8.70,-0.22,1.71,-0.02,25.99,,,,67.60,16.15
2022.00,3.00,23.00,8.00,114.53,20.70,17.64,8.30,1.29,-1.18,0.05,25.43,0.54,1.07,0.51,71.85,15.28
2022.00,3.00,23.00,9.00,107.37,23.60,16.87,7.91,2.80,-4.07,0.12,26.31,,,,64.75,14.97
2022.00,3.00,23.00,10.00,100.00,22.59,16.20,7.18,2.73,-3.53,-0.19,40.19,,,,65.30,15.97
2022.00,3.00,23.00,11.00,92.64,21.59,15.44,6.44,2.66,-2.99,-0.50,695.50,,,,55.62,19.23
2022.00,3.00,23.00,12.00,85.27,20.58,14.08,5.70,2.59,-2.45,-0.81,111.34,,,,42.00,33.00
2022.00,3.00,23.00,13.00,106.60,15.99,13.75,6.08,2.67,-2.46,0.12,42.28,,,,27.52,46.05
2022.00,3.00,23.00,14.00,127.93,11.41,13.60,6.45,2.76,-2.47,1.04,62.57,,,,4.15,67.08
2022.00,3.00,23.00,15.00,149.25,6.82,13.47,6.82,2.84,-2.48,1.97,94.35,,,,1.88,67.68
2022.00,3.00,23.00,16.00,143.33,6.76,13.04,5.58,2.84,-2.57,1.70,75.84,,,,2.02,62.93
2022.00,3.00,23.00,17.00,137.41,6.70,12.44,4.34,2.85,-2.67,1.43,42.08,,,,1.77,62.12
2022.00,3.00,23.00,18.00,131.49,6.63,14.22,3.10,2.86,-2.76,1.16,31.33,,,,1.65,60.62
2022.00,3.00,23.00,19.00,129.88,7.36,14.19,3.09,3.01,-2.44,1.41,44.28,,,,1.62,57.60
2022.00,3.00,23.00,20.00,128.26,8.08,14.09,3.09,3.16,-2.12,1.65,49.26,,,,1.50,55.05
2022.00,3.00,23.00,21.00,126.64,8.80,13.16,3.08,3.31,-1.80,1.90,73.59,,,,1.88,55.30
2022.00,3.00,23.00,22.00,123.94,9.86,15.03,3.07,3.27,-1.63,1.41,21.21,,,,1.55,47.27
2022.00,3.00,23.00,23.00,121.24,10.93,11.53,3.06,3.23,-1.46,0.91,36.63,,,,1.70,51.17
2021.00,9.00,15.00,0.00,116.35,4.31,33.14,6.21,1.10,-0.99,-1.42,1306.03,,,,2.33,7.03
2021.00,9.00,15.00,1.00,117.02,4.61,33.90,6.24,-0.12,0.18,-1.18,1059.97,,,,1.32,9.53
2021.00,9.00,15.00,2.00,117.70,4.91,35.63,6.27,-1.35,1.35,-0.94,1433.65,,,,3.38,5.58
2021.00,9.00,15.00,3.00,118.37,5.21,34.29,6.30,-2.58,2.52,-0.71,1051.21,,,,5.68,6.10
2021.00,9.00,15.00,4.00,127.58,4.75,34.49,6.12,-0.96,0.92,-0.67,1127.60,,,,8.78,6.15
2021.00,9.00,15.00,5.00,136.79,4.29,35.37,5.93,0.65,-0.68,-0.63,1319.54,,,,12.20,4.83
2021.00,9.00,15.00,6.00,146.01,3.83,31.62,5.74,2.27,-2.29,-0.60,878.01,,,,15.67,4.12
2021.00,9.00,15.00,7.00,136.90,3.82,33.91,5.62,2.52,-2.53,-0.30,1184.17,,,,15.25,4.47
2021.00,9.00,15.00,8.00,127.80,3.80,34.69,5.49,2.78,-2.77,0.01,1373.25,,,,16.28,4.30
2021.00,9.00,15.00,9.00,118.70,3.79,35.09,5.37,3.04,-3.02,0.31,1578.87,,,,20.23,7.15
2021.00,9.00,15.00,10.00,116.63,3.96,34.37,5.63,2.23,-2.36,-0.06,1361.57,,,,26.52,6.73
2021.00,9.00,15.00,11.00,114.57,4.13,34.60,5.89,1.43,-1.70,-0.42,1500.02,,,,26.43,6.70
2021.00,9.00,15.00,12.00,112.50,4.30,35.20,6.15,0.63,-1.04,-0.78,1862.36,,,,26.52,10.72
2021.00,9.00,15.00,13.00,115.37,4.33,34.17,6.41,0.20,-0.22,-0.94,1682.63,,,,11.97,21.45
2021.00,9.00,15.00,14.00,118.24,4.36,32.49,6.66,-0.23,0.59,-1.10,569.36,,,,2.77,29.25
2021.00,9.00,15.00,15.00,121.11,4.38,34.93,6.92,-0.66,1.41,-1.27,1191.27,,,,1.52,27.73
2021.00,9.00,15.00,16.00,144.41,5.32,34.76,7.17,0.16,0.22,-1.40,1290.09,,,,1.12,27.02
2021.00,9.00,15.00,17.00,167.72,6.25,32.92,7.42,0.99,-0.98,-1.54,1065.46,,,,0.70,23.08
2021.00,9.00,15.00,18.00,191.03,7.18,31.75,7.68,1.81,-2.18,-1.68,1144.37,,,,0.47,18.30
2021.00,9.00,15.00,19.00,183.82,6.74,31.76,7.51,1.89,-2.27,-1.15,1176.87,,,,0.78,13.75
2021.00,9.00,15.00,20.00,176.60,6.30,28.11,7.34,1.96,-2.36,-0.62,580.34,,,,0.20,13.50
2021.00,9.00,15.00,21.00,169.39,5.86,32.96,7.18,2.04,-2.45,-0.09,1176.80,,,,0.53,14.10
2021.00,9.00,15.00,22.00,174.79,5.49,31.37,6.86,2.48,-2.36,-0.04,1138.11,,,,0.45,11.77
2021.00,9.00,15.00,23.00,180.18,5.12,30.71,6.55,2.92,-2.27,0.01,1026.62,,,,0.80,9.55
2024.00,2.00,7.00,0.00,68.36,18.52,9.28,5.93,-0.58,-2.00,-0.28,114.19,,,,12.68,43.23
2024.00,2.00,7.00,1.00,61.74,19.73,7.35,6.20,-0.45,-2.09,-0.69,15.66,,,,9.53,53.08
2024.00,2.00,7.00,2.00,55.13,20.94,6.57,6.47,-0.32,-2.18,-1.10,61.97,,,,3.70,61.58
2024.00,2.00,7.00,3.00,48.51,22.15,6.04,6.75,-0.19,-2.27,-1.51,113.92,,,,2.72,64.05
2024.00,2.00,7.00,4.00,54.48,17.93,5.97,7.37,0.43,-1.46,-0.90,81.42,,,,15.80,42.83
2024.00,2.00,7.00,5.00,60.44,13.71,3.15,8.00,1.04,-0.65,-0.30,22.21,,,,30.55,22.60
2024.00,2.00,7.00,6.00,66.41,9.50,5.86,8.62,1.66,0.16,0.31,11.85,,,,35.93,28.00
2024.00,2.00,7.00,7.00,60.52,13.05,5.63,8.37,1.70,0.49,0.81,13.28,,,,39.77,26.68
2024.00,2.00,7.00,8.00,54.63,16.61,3.59,8.13,1.74,0.82,1.31,34.49,,,,40.70,26.53
2024.00,2.00,7.00,9.00,48.75,20.17,4.39,7.88,1.78,1.14,1.81,40.40,0.24,1.40,0.18,41.03,26.48
2024.00,2.00,7.00,10.00,47.93,21.86,7.73,8.63,1.62,1.28,1.53,52.83,,,,34.52,31.75
2024.00,2.00,7.00,11.00,47.11,23.55,9.52,9.37,1.46,1.42,1.24,58.29,,,,31.50,33.02
2024.00,2.00,7.00,12.00,46.29,25.24,9.11,10.12,1.30,1.57,0.96,39.03,,,,27.82,38.17
2024.00,2.00,7.00,13.00,52.40,23.23,8.50,10.39,0.35,1.72,0.77,46.66,,,,16.10,48.85
2024.00,2.00,7.00,14.00,58.52,21.22,10.78,10.66,-0.61,1.87,0.58,17.01,,,,9.57,65.47
2024.00,2.00,7.00,15.00,64.64,19.21,12.43,10.93,-1.56,2.02,0.39,136.05,,,,3.33,76.60
2024.00,2.00,7.00,16.00,71.34,24.17,12.85,11.03,-2.39,1.96,-0.12,256.91,,,,6.00,55.08
2024.00,2.00,7.00,17.00,78.04,29.13,7.61,11.14,-3.21,1.91,-0.63,214.16,,,,12.32,43.27
2024.00,2.00,7.00,18.00,84.74,34.09,6.28,11.25,-4.04,1.86,-1.13,129.73,,,,10.48,42.98
2024.00,2.00,7.00,19.00,85.85,30.07,5.92,11.69,-3.75,1.39,-1.00,88.13,,,,8.72,39.88
2024.00,2.00,7.00,20.00,86.95,26.05,6.38,12.13,-3.46,0.91,-0.87,46.79,,,,6.60,36.35
2024.00,2.00,7.00,21.00,88.05,22.04,9.12,12.57,-3.18,0.43,-0.74,53.54,,,,14.07,27.00
2024.00,2.00,7.00,22.00,76.64,30.00,10.14,12.93,-2.49,0.47,-0.33,165.29,,,,16.00,23.25
2024.00,2.00,7.00,23.00,65.22,37.97,8.65,13.28,-1.80,0.51,0.08,87.93,,,,12.80,23.20
2020.00,5.00,1.00,0.00,73.74,20.32,34.50,6.62,3.09,-1.61,1.91,1298.54,,,,30.27,34.05
2020.00,5.00,1.00,1.00,70.08,22.24,33.77,6.46,3.09,-1.04,2.03,1218.62,,,,37.58,17.60
2020.00,5.00,1.00,2.00,66.42,24.16,33.54,6.30,3.10,-0.46,2.14,1420.79,,,,32.83,22.10
2020.00,5.00,1.00,3.00,62.75,26.08,28.43,6.15,3.10,0.11,2.26,359.72,,,,44.67,15.40
2020.00,5.00,1.00,4.00,57.23,26.62,29.39,6.02,1.56,0.47,2.40,767.48,,,,65.03,16.55
2020.00,5.00,1.00,5.00,51.70,27.15,28.08,5.89,0.02,0.82,2.55,577.32,,,,95.72,16.77
2020.00,5.00,1.00,6.00,46.17,27.69,29.34,5.77,-1.51,1.17,2.69,570.46,,,,109.43,11.30
2020.00,5.00,1.00,7.00,43.00,29.86,30.34,5.74,-2.35,0.97,2.21,580.97,0.27,1.64,0.16,117.62,12.47
2020.00,5.00,1.00,8.00,39.83,32.03,31.99,5.71,-3.18,0.76,1.72,864.75,,,,126.03,9.25
2020.00,5.00,1.00,9.00,36.65,34.19,29.75,5.67,-4.01,0.56,1.23,438.88,0.32,1.16,0.28,122.50,10.07
2020.00,5.00,1.00,10.00,26.72,73.26,32.42,5.69,-3.23,0.69,1.51,604.24,,,,132.38,7.00
2020.00,5.00,1.00,11.00,16.78,112.32,33.60,5.71,-2.45,0.83,1.78,630.66,,,,153.70,12.27
2020.00,5.00,1.00,12.00,6.84,151.38,27.42,5.72,-1.66,0.97,2.06,531.52,,,,151.85,16.02
2020.00,5.00,1.00,13.00,6.56,171.13,26.82,5.92,-1.06,0.19,2.11,336.14,,,,146.32,19.10
2020.00,5.00,1.00,14.00,6.27,190.88,27.37,6.12,-0.45,-0.59,2.16,516.69,,,,111.00,20.95
2020.00,5.00,1.00,15.00,5.99,210.63,28.89,6.32,0.15,-1.37,2.21,852.52,,,,100.50,16.12
2020.00,5.00,1.00,16.00,6.47,200.44,29.96,6.33,-0.00,-0.71,1.99,914.42,,,,86.78,13.47
2020.00,5.00,1.00,17.00,6.96,190.26,30.17,6.34,-0.15,-0.04,1.78,770.62,,,,79.47,11.12
2020.00,5.00,1.00,18.00,7.44,180.07,28.50,6.35,-0.31,0.63,1.57,552.25,,,,77.42,9.28
2020.00,5.00,1.00,19.00,24.80,135.30,29.36,6.26,-0.71,1.62,1.23,666.52,,,,73.35,9.55
2020.00,5.00,1.00,20.00,42.16,90.54,29.90,6.17,-1.10,2.62,0.89,573.25,,,,69.20,9.15
2020.00,5.00,1.00,21.00,59.51,45.77,28.43,6.08,-1.50,3.62,0.56,490.46,,,,63.05,11.50
2020.00,5.00,1.00,22.00,59.96,41.51,28.22,6.69,-0.65,2.00,0.95,427.39,,,,58.98,11.93
2020.00,5.00,1.00,23.00,60.40,37.26,30.20,7.30,0.21,0.38,1.35,453.66,,,,60.60,8.97
2022.00,5.00,15.00,0.00,157.16,9.46,33.17,11.56,0.87,1.02,1.69,1846.25,,,,2.05,37.52
2022.00,5.00,15.00,1.00,167.23,9.64,31.48,11.63,1.43,1.55,1.01,141.86,,,,1.98,38.08
2022.00,5.00,15.00,2.00,177.31,9.82,32.56,11.69,1.98,2.09,0.32,52.69,,,,2.15,47.52
2022.00,5.00,15.00,3.00,187.38,10.00,32.15,11.76,2.54,2.63,-0.36,711.34,,,,18.62,37.62
2022.00,5.00,15.00,4.00,187.77,8.96,32.05,11.42,1.39,2.53,-0.75,557.81,,,,42.62,19.95
2022.00,5.00,15.00,5.00,188.17,7.91,28.55,11.08,0.23,2.44,-1.14,660.33,,,,42.55,9.17
2022.00,5.00,15.00,6.00,188.56,6.86,29.55,10.74,-0.92,2.34,-1.53,440.30,,,,46.20,8.50
2022.00,5.00,15.00,7.00,183.25,6.77,30.77,10.39,-0.72,1.35,-1.41,1447.80,,,,50.55,7.90
2022.00,5.00,15.00,8.00,177.93,6.67,32.57,10.05,-0.52,0.35,-1.30,252.03,0.67,2.39,0.28,49.37,6.80
2022.00,5.00,15.00,9.00,172.62,6.58,33.40,9.70,-0.32,-0.64,-1.18,1499.35,,,,41.73,7.25
2022.00,5.00,15.00,10.00,158.74,6.62,34.16,10.23,0.96,-1.56,-0.56,735.08,,,,40.42,8.85
2022.00,5.00,15.00,11.00,144.86,6.66,33.83,10.77,2.25,-2.47,0.07,670.24,,,,41.73,7.35
2022.00,5.00,15.00,12.00,130.98,6.70,34.83,11.30,3.54,-3.38,0.70,419.23,,,,37.10,15.65
2022.00,5.00,15.00,13.00,124.08,6.60,35.78,10.88,3.39,-2.92,1.17,1889.19,,,,12.18,50.15
2022.00,5.00,15.00,14.00,117.18,6.51,37.64,10.46,3.24,-2.45,1.64,2266.99,,,,1.73,71.58
2022.00,5.00,15.00,15.00,110.29,6.41,38.12,10.05,3.09,-1.99,2.10,2613.86,,,,1.48,67.62
2022.00,5.00,15.00,16.00,115.30,6.84,36.85,9.22,1.69,-1.13,1.41,1630.10,,,,1.63,80.97
2022.00,5.00,15.00,17.00,120.31,7.27,38.62,8.40,0.30,-0.28,0.71,2624.07,,,,7.80,79.97
2022.00,5.00,15.00,18.00,125.33,7.70,39.01,7.58,-1.09,0.58,0.01,2999.54,,,,18.15,58.65
2022.00,5.00,15.00,19.00,127.00,7.84,37.65,6.85,-1.59,0.41,-0.42,2447.69,,,,6.45,64.20
2022.00,5.00,15.00,20.00,128.68,7.97,37.43,6.13,-2.09,0.24,-0.85,2659.59,,,,0.80,48.30
2022.00,5.00,15.00,21.00,130.36,8.11,36.49,5.40,-2.58,0.08,-1.28,2197.59,,,,7.65,26.25
2022.00,5.00,15.00,22.00,140.94,8.00,35.62,5.92,-2.90,0.89,-1.43,1821.76,,,,16.43,12.10
2022.00,5.00,15.00,23.00,151.53,7.90,34.13,6.43,-3.23,1.70,-1.59,1154.99,,,,18.70,5.97
2022.00,10.00,23.00,0.00,6.41,125.20,14.20,8.45,-1.08,2.54,-0.27,20.54,,,,2.85,25.42
2022.00,10.00,23.00,1.00,4.29,126.93,15.41,8.68,-0.35,1.02,-0.08,16.20,,,,2.72,25.70
2022.00,10.00,23.00,2.00,2.18,128.67,13.83,8.91,0.39,-0.50,0.11,47.25,,,,2.75,25.02
2022.00,10.00,23.00,3.00,0.06,130.40,14.08,9.14,1.12,-2.01,0.30,33.23,,,,4.62,27.48
2022.00,10.00,23.00,4.00,12.84,115.92,17.66,9.45,1.39,-2.04,1.09,13.15,,,,14.45,24.42
2022.00,10.00,23.00,5.00,25.62,101.44,13.24,9.76,1.65,-2.06,1.88,39.71,,,,26.80,27.75
2022.00,10.00,23.00,6.00,38.39,86.96,12.80,10.07,1.91,-2.08,2.67,32.33,,,,52.42,20.30
2022.00,10.00,23.00,7.00,25.60,106.64,12.01,10.42,1.75,-1.94,1.91,24.96,,,,70.35,16.27
2022.00,10.00,23.00,8.00,12.80,126.33,12.36,10.78,1.59,-1.79,1.16,22.05,0.71,2.65,0.27,75.05,14.32
2022.00,10.00,23.00,9.00,0.00,146.02,10.90,11.14,1.43,-1.65,0.41,36.25,,,,88.75,16.13
2022.00,10.00,23.00,10.00,12.36,112.31,9.15,9.19,1.66,-1.49,0.72,33.40,,,,76.50,14.00
2022.00,10.00,23.00,11.00,24.71,78.61,8.50,7.24,1.89,-1.33,1.04,28.46,,,,79.45,13.30
2022.00,10.00,23.00,12.00,37.07,44.91,8.48,5.29,2.13,-1.16,1.36,42.82,,,,33.67,46.50
2022.00,10.00,23.00,13.00,30.30,52.81,9.10,5.28,0.90,-0.32,1.24,49.72,,,,4.60,63.38
2022.00,10.00,23.00,14.00,23.54,60.72,12.51,5.28,-0.33,0.52,1.12,53.26,,,,3.08,58.12
2022.00,10.00,23.00,15.00,16.77,68.62,10.48,5.28,-1.56,1.37,1.00,39.70,,,,3.12,55.15
2022.00,10.00,23.00,16.00,18.52,68.43,9.90,5.07,-1.76,1.63,1.30,24.85,,,,3.00,46.52
2022.00,10.00,23.00,17.00,20.26,68.24,13.85,4.86,-1.96,1.89,1.60,12.66,,,,3.23,40.38
2022.00,10.00,23.00,18.00,22.01,68.05,11.37,4.64,-2.16,2.15,1.90,142.34,,,,3.77,37.00
2022.00,10.00,23.00,19.00,32.88,57.88,10.80,4.63,-2.24,2.18,1.65,230.41,,,,2.85,37.40
2022.00,10.00,23.00,20.00,43.74,47.71,9.93,4.61,-2.33,2.21,1.40,68.33,,,,2.68,31.85
2022.00,10.00,23.00,21.00,54.61,37.54,9.56,4.60,-2.42,2.24,1.16,49.78,,,,3.23,28.27
2022.00,10.00,23.00,22.00,59.72,36.39,13.93,4.52,-2.55,1.17,1.16,13.00,,,,5.38,20.20
2022.00,10.00,23.00,23.00,64.84,35.24,10.67,4.45,-2.68,0.10,1.17,51.27,,,,4.30,22.30
2022.00,6.00,29.00,0.00,119.48,5.86,31.60,8.35,6.02,-0.94,-0.34,279.29,,,,8.30,20.48
2022.00,6.00,29.00,1.00,125.45,6.12,32.59,8.15,5.80,-1.00,-0.48,172.48,,,,3.13,27.07
2022.00,6.00,29.00,2.00,131.42,6.37,33.76,7.94,5.57,-1.07,-0.62,50.63,,,,2.80,28.62
2022.00,6.00,29.00,3.00,137.39,6.63,25.32,7.74,5.35,-1.13,-0.76,210.93,,,,6.93,20.23
2022.00,6.00,29.00,4.00,139.55,6.69,28.13,7.17,4.83,-1.15,-0.17,519.51,,,,11.77,14.55
2022.00,6.00,29.00,5.00,141.70,6.75,31.44,6.61,4.31,-1.18,0.42,80.44,,,,19.40,11.85
2022.00,6.00,29.00,6.00,143.86,6.82,31.65,6.04,3.79,-1.20,1.02,70.73,,,,30.02,10.30
2022.00,6.00,29.00,7.00,135.25,7.14,32.08,6.17,2.16,-0.68,0.52,69.41,,,,45.92,6.45
2022.00,6.00,29.00,8.00,126.65,7.46,33.26,6.30,0.54,-0.16,0.03,294.68,,,,60.42,13.77
2022.00,6.00,29.00,9.00,118.05,7.78,25.73,6.42,-1.09,0.35,-0.46,280.61,,,,65.03,13.73
2022.00,6.00,29.00,10.00,114.12,8.64,22.24,7.19,-0.49,0.87,-0.23,668.46,,,,51.77,14.12
2022.00,6.00,29.00,11.00,110.20,9.50,27.77,7.95,0.10,1.40,0.01,42.45,,,,44.30,14.38
2022.00,6.00,29.00,12.00,106.27,10.36,28.99,8.72,0.70,1.92,0.25,53.24,,,,40.02,15.20
2022.00,6.00,29.00,13.00,103.51,10.33,25.97,9.01,0.26,0.49,-0.33,278.35,,,,30.88,18.07
2022.00,6.00,29.00,14.00,100.74,10.31,29.16,9.30,-0.18,-0.93,-0.90,187.96,,,,28.95,22.68
2022.00,6.00,29.00,15.00,97.97,10.28,29.43,9.59,-0.62,-2.36,-1.48,103.42,,,,22.05,29.88
2022.00,6.00,29.00,16.00,97.00,10.93,29.86,10.65,-1.08,-2.41,-1.19,56.51,,,,20.30,20.98
2022.00,6.00,29.00,17.00,96.03,11.57,30.11,11.71,-1.53,-2.46,-0.90,48.52,,,,15.30,13.85
2022.00,6.00,29.00,18.00,95.06,12.22,31.93,12.77,-1.99,-2.51,-0.61,31.71,,,,13.83,8.35
2022.00,6.00,29.00,19.00,107.53,11.90,32.79,12.76,-1.15,-1.51,-0.75,53.15,,,,10.32,10.18
2022.00,6.00,29.00,20.00,120.00,11.58,33.69,12.76,-0.31,-0.52,-0.89,518.52,,,,8.80,8.98
2022.00,6.00,29.00,21.00,132.47,11.27,33.97,12.76,0.54,0.48,-1.03,142.40,,,,11.85,11.20
2022.00,6.00,29.00,22.00,144.44,10.85,31.74,12.51,1.18,0.08,-0.92,418.97,,,,3.82,21.90
2022.00,6.00,29.00,23.00,156.40,10.43,33.73,12.26,1.82,-0.32,-0.80,157.93,,,,8.28,14.85
2023.00,3.00,29.00,0.00,71.86,31.66,26.79,7.19,-1.02,-3.15,2.15,47.53,,,,0.38,44.88
2023.00,3.00,29.00,1.00,70.09,33.45,26.94,7.15,-0.34,-2.58,2.20,71.38,,,,0.38,42.67
2023.00,3.00,29.00,2.00,68.32,35.25,26.71,7.12,0.34,-2.01,2.26,397.29,,,,1.52,46.43
2023.00,3.00,29.00,3.00,66.56,37.05,27.03,7.08,1.02,-1.43,2.31,298.75,,,,5.72,63.47
2023.00,3.00,29.00,4.00,74.16,32.04,30.21,7.10,1.32,-1.38,2.43,379.42,,,,23.10,52.08
2023.00,3.00,29.00,5.00,81.77,27.03,28.78,7.11,1.63,-1.33,2.54,189.82,,,,38.50,44.38
2023.00,3.00,29.00,6.00,89.37,22.02,27.75,7.13,1.93,-1.27,2.66,371.09,,,,57.10,36.12
2023.00,3.00,29.00,7.00,89.18,32.18,28.27,7.84,1.51,-1.58,1.77,195.61,,,,61.60,31.27
2023.00,3.00,29.00,8.00,89.00,42.34,27.13,8.55,1.09,-1.89,0.89,61.82,,,,69.67,21.85
2023.00,3.00,29.00,9.00,88.81,52.51,25.99,9.26,0.67,-2.21,0.01,104.00,1.02,1.37,0.74,69.70,23.40
2023.00,3.00,29.00,10.00,97.53,48.76,27.31,9.79,0.95,-1.90,0.01,169.79,,,,80.28,20.20
2023.00,3.00,29.00,11.00,106.25,45.01,26.85,10.31,1.23,-1.60,0.02,47.70,,,,76.72,17.80
2023.00,3.00,29.00,12.00,114.97,41.27,27.71,10.83,1.52,-1.30,0.02,46.86,,,,53.65,37.05
2023.00,3.00,29.00,13.00,110.34,38.16,28.45,11.40,1.74,-1.02,0.08,163.69,,,,26.43,49.77
2023.00,3.00,29.00,14.00,105.72,35.06,27.81,11.97,1.96,-0.75,0.13,23.32,,,,34.20,30.35
2023.00,3.00,29.00,15.00,101.09,31.95,27.39,12.55,2.18,-0.48,0.19,153.04,,,,17.72,51.33
2023.00,3.00,29.00,16.00,95.80,39.78,23.79,12.98,1.48,-1.04,0.36,27.33,,,,5.93,62.43
2023.00,3.00,29.00,17.00,90.51,47.60,24.62,13.42,0.78,-1.60,0.54,320.82,,,,0.75,63.35
2023.00,3.00,29.00,18.00,85.22,55.42,25.75,13.85,0.08,-2.16,0.71,86.24,,,,2.80,55.83
2023.00,3.00,29.00,19.00,83.68,48.10,29.03,12.61,0.56,-2.02,1.14,77.99,,,,1.35,51.85
2023.00,3.00,29.00,20.00,82.13,40.78,29.35,11.36,1.04,-1.89,1.58,29.10,,,,0.40,51.30
2023.00,3.00,29.00,21.00,80.59,33.45,30.37,10.11,1.52,-1.75,2.02,179.49,,,,3.25,50.70
2023.00,3.00,29.00,22.00,72.89,44.20,29.93,9.90,1.69,-1.70,1.79,77.49,,,,9.35,54.77
2023.00,3.00,29.00,23.00,65.20,54.95,30.66,9.69,1.86,-1.66,1.56,222.90,,,,5.50,50.55
2019.00,11.00,13.00,0.00,30.76,30.87,26.88,5.75,5.09,-0.23,1.80,37.65,,,,4.45,26.52
2019.00,11.00,13.00,1.00,40.40,23.76,28.67,6.67,3.26,0.07,1.01,107.67,,,,4.62,28.00
2019.00,11.00,13.00,2.00,50.04,16.65,29.83,7.60,1.43,0.36,0.23,316.26,,,,4.45,31.80
2019.00,11.00,13.00,3.00,59.68,9.55,27.68,8.52,-0.40,0.66,-0.55,40.43,,,,4.55,37.38
2019.00,11.00,13.00,4.00,42.31,34.21,27.28,7.80,-0.35,-0.84,0.20,319.72,,,,7.12,41.62
2019.00,11.00,13.00,5.00,24.94,58.87,26.06,7.07,-0.31,-2.34,0.96,144.04,,,,29.82,38.75
2019.00,11.00,13.00,6.00,7.57,83.53,25.98,6.35,-0.27,-3.84,1.71,76.84,,,,85.58,40.98
2019.00,11.00,13.00,7.00,10.31,77.70,27.57,6.66,-0.31,-2.33,0.92,50.38,,,,129.80,29.92
2019.00,11.00,13.00,8.00,13.05,71.87,31.36,6.97,-0.35,-0.82,0.12,483.52,,,,155.75,25.70
2019.00,11.00,13.00,9.00,15.79,66.05,31.33,7.28,-0.39,0.70,-0.67,392.39,,,,165.27,30.22
2019.00,11.00,13.00,10.00,11.75,74.89,27.86,7.23,-0.12,0.49,0.21,61.27,,,,160.60,29.47
2019.00,11.00,13.00,11.00,7.71,83.74,25.59,7.18,0.16,0.29,1.09,107.64,,,,109.68,44.02
