year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,blh_forecast,NO2_satellite,HCHO_satellite,ratio_satellite
2021.00,2.00,28.00,3.00,164.13,14.35,41.00,17.41,2.55,-2.41,-4.66,3126.26,,,
2021.00,2.00,28.00,4.00,155.13,15.09,41.65,18.03,2.91,-1.91,-4.90,3366.24,,,
2021.00,2.00,28.00,5.00,146.12,15.82,42.64,18.65,3.28,-1.40,-5.14,3773.62,,,
2021.00,2.00,28.00,6.00,137.12,16.56,43.26,19.27,3.64,-0.90,-5.37,3815.69,,,
2021.00,2.00,28.00,7.00,134.57,15.17,42.40,19.27,2.84,-0.55,-5.74,2569.24,,,
2021.00,2.00,28.00,8.00,132.03,13.79,41.77,19.27,2.03,-0.19,-6.10,3094.21,0.80,0.92,0.87
2021.00,2.00,28.00,9.00,129.48,12.40,42.47,19.27,1.22,0.16,-6.46,3075.88,,,
2021.00,2.00,28.00,10.00,131.65,14.29,43.30,18.75,1.08,0.38,-6.35,3118.81,,,
2021.00,2.00,28.00,11.00,133.81,16.19,42.76,18.22,0.94,0.61,-6.23,2944.31,,,
2021.00,2.00,28.00,12.00,135.97,18.08,41.59,17.70,0.79,0.83,-6.12,2576.44,,,
2021.00,2.00,28.00,13.00,122.19,15.49,34.46,17.46,0.49,0.51,-6.67,1355.20,,,
2021.00,2.00,28.00,14.00,108.41,12.90,34.94,17.22,0.19,0.19,-7.23,1565.10,,,
2021.00,2.00,28.00,15.00,94.63,10.31,36.62,16.98,-0.11,-0.13,-7.79,1632.61,,,
2021.00,2.00,28.00,16.00,84.65,13.77,35.61,17.48,0.33,-0.25,-6.44,1533.26,,,
2021.00,2.00,28.00,17.00,74.67,17.23,35.24,17.99,0.78,-0.36,-5.09,1366.48,,,
2021.00,2.00,28.00,18.00,64.70,20.68,35.93,18.49,1.22,-0.48,-3.74,1664.51,,,
2021.00,2.00,28.00,19.00,68.24,18.90,32.33,18.53,1.56,-0.44,-3.26,616.94,,,
2021.00,2.00,28.00,20.00,71.78,17.11,29.27,18.56,1.89,-0.40,-2.78,611.20,,,
2021.00,2.00,28.00,21.00,75.33,15.33,28.44,18.59,2.22,-0.36,-2.30,407.98,,,
2021.00,2.00,28.00,22.00,96.72,18.68,32.30,18.30,1.88,-0.32,-2.58,973.64,,,
2021.00,2.00,28.00,23.00,118.12,22.02,32.90,18.00,1.53,-0.27,-2.87,1008.74,,,
2020.00,3.00,5.00,0.00,22.00,305.91,26.48,14.61,0.22,-0.86,2.79,121.92,,,
2020.00,3.00,5.00,1.00,23.56,281.05,26.12,14.76,0.56,-1.03,2.76,73.04,,,
2020.00,3.00,5.00,2.00,25.13,256.18,24.51,14.91,0.90,-1.20,2.72,58.67,,,
2020.00,3.00,5.00,3.00,26.69,231.31,24.50,15.05,1.25,-1.37,2.69,42.94,,,
2020.00,3.00,5.00,4.00,21.38,256.89,24.54,15.16,0.95,-1.35,2.47,81.16,,,
2020.00,3.00,5.00,5.00,16.07,282.47,23.95,15.27,0.66,-1.34,2.25,99.74,,,
2020.00,3.00,5.00,6.00,10.76,308.05,23.29,15.38,0.36,-1.33,2.03,53.99,,,
2020.00,3.00,5.00,7.00,27.97,255.24,23.30,15.31,0.49,-1.09,2.23,37.40,,,
2020.00,3.00,5.00,8.00,45.17,202.43,23.48,15.24,0.61,-0.85,2.43,39.18,,1.03,
2020.00,3.00,5.00,9.00,62.38,149.62,22.27,15.16,0.74,-0.61,2.64,73.24,,,
2020.00,3.00,5.00,10.00,53.32,131.08,21.92,15.32,0.93,-0.67,2.30,38.72,,,
2020.00,3.00,5.00,11.00,44.26,112.53,22.20,15.47,1.12,-0.73,1.97,34.13,,,
2020.00,3.00,5.00,12.00,35.20,93.99,22.46,15.62,1.31,-0.80,1.63,36.48,,,
2020.00,3.00,5.00,13.00,38.03,92.58,20.96,15.47,1.46,-0.68,1.74,156.50,,,
2020.00,3.00,5.00,14.00,40.85,91.18,20.31,15.31,1.61,-0.57,1.85,71.11,,,
2020.00,3.00,5.00,15.00,43.67,89.77,20.56,15.16,1.76,-0.46,1.96,33.03,,,
2020.00,3.00,5.00,16.00,45.56,78.03,19.94,15.05,0.78,-0.34,2.34,63.85,,,
2020.00,3.00,5.00,17.00,47.44,66.29,19.75,14.95,-0.20,-0.22,2.71,168.31,,,
2020.00,3.00,5.00,18.00,49.33,54.55,19.46,14.84,-1.19,-0.10,3.08,128.62,,,
2020.00,3.00,5.00,19.00,38.59,84.31,18.33,14.86,-1.62,0.07,3.03,96.29,,,
2020.00,3.00,5.00,20.00,27.84,114.08,18.56,14.88,-2.06,0.23,2.98,43.61,,,
2020.00,3.00,5.00,21.00,17.10,143.84,17.45,14.90,-2.50,0.39,2.92,56.10,,,
2020.00,3.00,5.00,22.00,17.63,134.92,18.64,14.02,-2.18,0.76,2.90,55.23,,,
2020.00,3.00,5.00,23.00,18.16,126.00,19.05,13.15,-1.87,1.12,2.88,36.67,,,
2020.00,10.00,30.00,0.00,65.23,36.42,34.60,8.96,-3.65,2.91,-0.71,1367.46,,,
2020.00,10.00,30.00,1.00,68.33,41.65,35.56,8.36,-3.02,3.48,-1.19,1710.51,,,
2020.00,10.00,30.00,2.00,71.43,46.89,36.91,7.76,-2.38,4.06,-1.67,1808.18,,,
2020.00,10.00,30.00,3.00,74.53,52.12,39.29,7.16,-1.75,4.63,-2.15,2397.54,,,
2020.00,10.00,30.00,4.00,64.90,57.34,39.89,7.50,-1.63,3.42,-1.79,2298.15,,,
2020.00,10.00,30.00,5.00,55.28,62.55,39.05,7.84,-1.50,2.21,-1.44,1510.23,,,
2020.00,10.00,30.00,6.00,45.66,67.77,38.98,8.18,-1.38,1.00,-1.09,1976.35,,,
2020.00,10.00,30.00,7.00,43.72,63.08,36.54,8.25,-0.91,0.69,-1.07,1675.87,,,
2020.00,10.00,30.00,8.00,41.78,58.38,37.09,8.32,-0.45,0.38,-1.04,2070.60,,,
2020.00,10.00,30.00,9.00,39.84,53.69,36.95,8.39,0.02,0.07,-1.02,1879.45,0.80,2.50,0.32
2020.00,10.00,30.00,10.00,51.21,55.83,37.93,8.28,0.39,-0.02,-0.62,2116.19,,,
2020.00,10.00,30.00,11.00,62.57,57.97,39.11,8.17,0.76,-0.11,-0.21,2225.55,,,
2020.00,10.00,30.00,12.00,73.93,60.11,39.06,8.05,1.13,-0.20,0.20,2097.15,,,
2020.00,10.00,30.00,13.00,73.91,57.74,34.70,7.97,0.58,0.87,-0.30,1164.61,,,
2020.00,10.00,30.00,14.00,73.89,55.37,35.27,7.88,0.04,1.95,-0.80,1445.18,,,
2020.00,10.00,30.00,15.00,73.87,53.00,33.58,7.79,-0.51,3.03,-1.30,981.04,,,
2020.00,10.00,30.00,16.00,77.24,47.74,32.66,7.81,-1.44,2.76,-1.05,1134.38,,,
2020.00,10.00,30.00,17.00,80.60,42.48,31.32,7.82,-2.38,2.49,-0.80,754.58,,,
2020.00,10.00,30.00,18.00,83.97,37.22,30.88,7.83,-3.32,2.22,-0.55,690.27,,,
2020.00,10.00,30.00,19.00,83.64,46.59,33.05,7.78,-4.45,2.38,-0.42,1088.55,,,
2020.00,10.00,30.00,20.00,83.32,55.97,33.78,7.73,-5.58,2.53,-0.29,1162.08,,,
2020.00,10.00,30.00,21.00,82.99,65.35,35.31,7.68,-6.72,2.68,-0.16,1224.37,,,
2020.00,10.00,30.00,22.00,83.86,71.02,33.17,7.74,-4.98,2.56,-0.38,842.39,,,
2020.00,10.00,30.00,23.00,84.73,76.69,28.05,7.80,-3.24,2.44,-0.60,332.42,,,
2024.00,5.00,3.00,0.00,0.01,92.30,26.19,10.95,-0.21,-0.18,1.12,298.07,,,
2024.00,5.00,3.00,1.00,0.02,93.37,26.57,11.29,-0.39,-0.37,0.78,105.19,,,
2024.00,5.00,3.00,2.00,0.02,94.44,26.64,11.62,-0.57,-0.56,0.44,120.52,,,
2024.00,5.00,3.00,3.00,0.03,95.51,26.71,11.96,-0.76,-0.74,0.10,212.72,,,
2024.00,5.00,3.00,4.00,0.02,106.00,25.35,11.92,-0.18,-0.84,0.66,298.46,,,
2024.00,5.00,3.00,5.00,0.01,116.49,25.87,11.88,0.39,-0.93,1.23,115.25,,,
2024.00,5.00,3.00,6.00,0.00,126.97,26.02,11.84,0.96,-1.02,1.79,622.28,,,
2024.00,5.00,3.00,7.00,2.49,117.05,25.90,11.87,0.82,-0.76,0.71,526.04,,,
2024.00,5.00,3.00,8.00,4.97,107.14,26.37,11.89,0.68,-0.50,-0.37,625.75,0.85,1.39,0.61
2024.00,5.00,3.00,9.00,7.46,97.22,26.03,11.92,0.54,-0.24,-1.45,342.11,,,
2024.00,5.00,3.00,10.00,4.98,97.29,26.18,11.55,0.29,-0.14,-0.64,149.02,,,
2024.00,5.00,3.00,11.00,2.49,97.37,26.12,11.19,0.03,-0.05,0.16,89.33,,,
2024.00,5.00,3.00,12.00,0.01,97.45,25.71,10.83,-0.23,0.05,0.97,144.65,,,
2024.00,5.00,3.00,13.00,0.01,97.44,25.37,10.66,0.20,-0.56,1.07,120.05,,,
2024.00,5.00,3.00,14.00,0.02,97.43,26.63,10.49,0.64,-1.17,1.17,500.49,,,
2024.00,5.00,3.00,15.00,0.03,97.42,26.41,10.32,1.07,-1.78,1.26,598.00,,,
2024.00,5.00,3.00,16.00,0.02,94.58,25.22,10.18,0.06,-1.35,1.26,179.02,,,
2024.00,5.00,3.00,17.00,0.02,91.74,25.90,10.03,-0.95,-0.91,1.26,138.00,,,
2024.00,5.00,3.00,18.00,0.01,88.90,26.17,9.89,-1.96,-0.48,1.25,220.86,,,
2024.00,5.00,3.00,19.00,14.98,77.06,25.67,10.69,-1.92,-0.59,1.15,352.94,,,
2024.00,5.00,3.00,20.00,29.95,65.21,25.70,11.50,-1.88,-0.69,1.04,39.33,,,
2024.00,5.00,3.00,21.00,44.92,53.37,25.16,12.30,-1.84,-0.80,0.94,114.50,,,
2024.00,5.00,3.00,22.00,44.06,53.67,25.44,11.84,-1.80,-1.29,0.70,114.01,,,
2024.00,5.00,3.00,23.00,43.20,53.96,26.33,11.37,-1.75,-1.79,0.47,100.12,,,
2020.00,3.00,3.00,0.00,38.35,19.32,27.77,18.02,2.25,-1.13,0.37,399.15,,,
2020.00,3.00,3.00,1.00,36.26,21.38,28.83,17.52,1.52,-0.87,0.44,346.65,,,
2020.00,3.00,3.00,2.00,34.17,23.43,28.13,17.02,0.80,-0.61,0.50,274.72,,,
2020.00,3.00,3.00,3.00,32.08,25.48,27.41,16.52,0.08,-0.35,0.57,841.33,,,
2020.00,3.00,3.00,4.00,31.99,26.92,26.45,16.34,-0.41,-0.32,0.87,596.60,,,
2020.00,3.00,3.00,5.00,31.89,28.37,28.01,16.17,-0.89,-0.29,1.16,565.35,,,
2020.00,3.00,3.00,6.00,31.79,29.81,28.41,15.99,-1.38,-0.26,1.46,476.89,,,
2020.00,3.00,3.00,7.00,33.10,27.21,27.72,15.72,-0.45,-0.12,1.39,630.99,0.43,2.18,0.20
2020.00,3.00,3.00,8.00,34.40,24.61,28.40,15.45,0.47,0.03,1.32,484.07,,,
2020.00,3.00,3.00,9.00,35.71,22.01,28.09,15.17,1.39,0.17,1.24,295.70,,,
2020.00,3.00,3.00,10.00,30.45,39.13,27.50,15.90,1.74,-0.32,0.88,367.16,,,
2020.00,3.00,3.00,11.00,25.20,56.25,28.88,16.62,2.10,-0.81,0.52,344.49,,,
2020.00,3.00,3.00,12.00,19.94,73.37,29.40,17.35,2.45,-1.30,0.17,259.68,,,
2020.00,3.00,3.00,13.00,29.17,60.41,29.54,17.17,2.42,-1.66,0.87,204.04,,,
2020.00,3.00,3.00,14.00,38.39,47.44,29.38,17.00,2.39,-2.03,1.57,322.14,,,
2020.00,3.00,3.00,15.00,47.62,34.47,29.18,16.82,2.37,-2.40,2.27,210.67,,,
2020.00,3.00,3.00,16.00,49.69,40.27,29.94,17.11,1.71,-2.20,2.08,156.17,,,
2020.00,3.00,3.00,17.00,51.75,46.07,29.89,17.39,1.05,-1.99,1.89,158.27,,,
2020.00,3.00,3.00,18.00,53.82,51.87,29.11,17.68,0.40,-1.78,1.70,213.41,,,
2020.00,3.00,3.00,19.00,47.23,75.73,29.45,17.71,0.35,-1.74,2.11,178.51,,,
2020.00,3.00,3.00,20.00,40.64,99.59,30.09,17.74,0.30,-1.70,2.51,174.19,,,
2020.00,3.00,3.00,21.00,34.05,123.45,30.20,17.77,0.26,-1.66,2.92,241.42,,,
2020.00,3.00,3.00,22.00,39.21,113.56,30.85,17.30,-0.22,-1.07,2.70,322.34,,,
2020.00,3.00,3.00,23.00,44.37,103.67,29.86,16.82,-0.69,-0.47,2.48,205.22,,,
2021.00,2.00,25.00,0.00,100.37,11.11,33.30,18.06,1.86,-0.99,-3.00,995.50,,,
2021.00,2.00,25.00,1.00,93.04,11.96,33.39,18.25,1.81,-1.31,-3.98,567.86,,,
2021.00,2.00,25.00,2.00,85.70,12.80,33.77,18.44,1.76,-1.63,-4.96,989.57,,,
2021.00,2.00,25.00,3.00,78.36,13.65,33.95,18.63,1.71,-1.96,-5.94,1628.76,,,
2021.00,2.00,25.00,4.00,74.58,13.08,32.13,18.34,2.07,-1.85,-5.86,1548.10,,,
2021.00,2.00,25.00,5.00,70.79,12.52,30.29,18.06,2.43,-1.75,-5.79,1612.32,,,
2021.00,2.00,25.00,6.00,67.01,11.95,31.38,17.77,2.78,-1.65,-5.72,1900.29,,,
2021.00,2.00,25.00,7.00,71.51,12.71,32.75,18.01,3.05,-1.40,-4.78,1154.56,,,
2021.00,2.00,25.00,8.00,76.01,13.47,33.94,18.25,3.31,-1.16,-3.85,2614.84,0.73,0.51,1.44
2021.00,2.00,25.00,9.00,80.51,14.23,33.24,18.48,3.58,-0.92,-2.92,1764.96,,,
2021.00,2.00,25.00,10.00,82.32,14.62,33.68,18.74,3.69,-1.36,-2.09,2991.01,,,
2021.00,2.00,25.00,11.00,84.12,15.02,33.59,19.01,3.80,-1.80,-1.25,2420.34,,,
2021.00,2.00,25.00,12.00,85.92,15.41,34.56,19.27,3.91,-2.25,-0.41,2623.94,,,
2021.00,2.00,25.00,13.00,79.53,18.89,34.76,19.15,3.01,-2.43,-0.88,1875.57,,,
2021.00,2.00,25.00,14.00,73.14,22.36,35.55,19.02,2.10,-2.61,-1.34,2450.72,,,
2021.00,2.00,25.00,15.00,66.76,25.83,35.62,18.90,1.19,-2.79,-1.81,2534.20,,,
2021.00,2.00,25.00,16.00,81.63,24.82,36.57,18.85,0.50,-1.55,-1.88,3210.68,,,
2021.00,2.00,25.00,17.00,96.50,23.81,34.36,18.81,-0.19,-0.31,-1.95,1394.24,,,
2021.00,2.00,25.00,18.00,111.37,22.80,33.39,18.76,-0.88,0.94,-2.02,1279.49,,,
2021.00,2.00,25.00,19.00,116.14,27.46,33.32,19.59,-1.66,0.42,-2.64,2007.59,,,
2021.00,2.00,25.00,20.00,120.91,32.12,33.94,20.42,-2.45,-0.10,-3.26,2184.34,,,
2021.00,2.00,25.00,21.00,125.69,36.78,33.31,21.26,-3.23,-0.62,-3.88,1890.05,,,
2021.00,2.00,25.00,22.00,116.08,27.42,35.35,20.17,-3.37,-0.34,-4.73,2214.11,,,
2021.00,2.00,25.00,23.00,106.47,18.07,35.94,19.09,-3.51,-0.07,-5.59,2667.65,,,
2020.00,2.00,28.00,0.00,59.12,28.79,32.80,20.05,-0.99,0.98,-0.07,215.29,,,
2020.00,2.00,28.00,1.00,53.82,41.64,34.85,20.36,-0.56,0.50,-0.08,207.26,,,
2020.00,2.00,28.00,2.00,48.51,54.49,35.24,20.67,-0.13,0.03,-0.09,277.37,,,
2020.00,2.00,28.00,3.00,43.21,67.34,37.04,20.99,0.31,-0.45,-0.10,337.55,,,
2020.00,2.00,28.00,4.00,49.29,69.18,36.80,21.10,0.64,-0.77,0.44,247.73,,,
2020.00,2.00,28.00,5.00,55.36,71.01,31.39,21.21,0.97,-1.09,0.97,651.98,,,
2020.00,2.00,28.00,6.00,61.43,72.84,30.76,21.32,1.30,-1.42,1.50,797.96,,,
2020.00,2.00,28.00,7.00,58.24,59.47,27.13,21.47,1.34,-1.40,0.90,487.14,,,
2020.00,2.00,28.00,8.00,55.05,46.09,25.44,21.62,1.39,-1.39,0.30,306.65,,,
2020.00,2.00,28.00,9.00,51.85,32.71,26.85,21.77,1.43,-1.37,-0.30,344.96,,,
2020.00,2.00,28.00,10.00,56.73,33.75,29.58,21.83,1.91,-1.16,0.09,286.38,,,
2020.00,2.00,28.00,11.00,61.61,34.78,29.89,21.88,2.38,-0.96,0.49,369.48,,,
2020.00,2.00,28.00,12.00,66.49,35.82,29.33,21.94,2.86,-0.75,0.88,243.48,,,
2020.00,2.00,28.00,13.00,64.42,36.38,27.38,21.67,2.38,-0.76,0.52,482.35,,,
2020.00,2.00,28.00,14.00,62.34,36.95,27.98,21.39,1.90,-0.78,0.16,438.94,,,
2020.00,2.00,28.00,15.00,60.27,37.52,29.77,21.11,1.42,-0.79,-0.20,323.29,,,
2020.00,2.00,28.00,16.00,52.68,56.97,31.33,21.36,0.71,-0.45,-0.15,607.70,,,
2020.00,2.00,28.00,17.00,45.09,76.42,32.62,21.61,-0.01,-0.10,-0.10,225.26,,,
2020.00,2.00,28.00,18.00,37.50,95.87,33.76,21.86,-0.72,0.24,-0.04,212.91,,,
2020.00,2.00,28.00,19.00,45.02,73.33,31.85,21.50,-0.87,0.48,0.14,414.45,,,
2020.00,2.00,28.00,20.00,52.55,50.80,32.60,21.14,-1.02,0.72,0.32,508.08,,,
2020.00,2.00,28.00,21.00,60.07,28.26,32.46,20.78,-1.16,0.95,0.51,531.06,,,
2020.00,2.00,28.00,22.00,60.50,34.00,32.50,20.84,-0.97,0.75,0.19,504.12,,,
2020.00,2.00,28.00,23.00,60.94,39.75,33.20,20.90,-0.78,0.54,-0.13,442.02,,,
2022.00,1.00,5.00,0.00,126.00,20.38,23.37,19.55,-1.19,-0.15,0.62,127.87,,,
2022.00,1.00,5.00,1.00,143.63,21.29,22.22,20.08,-1.67,-0.94,0.14,109.64,,,
2022.00,1.00,5.00,2.00,161.26,22.21,22.13,20.61,-2.15,-1.73,-0.34,85.53,,,
2022.00,1.00,5.00,3.00,178.89,23.13,23.29,21.15,-2.64,-2.52,-0.83,73.32,,,
2022.00,1.00,5.00,4.00,158.76,24.39,23.51,21.18,-3.28,-1.99,-0.22,89.97,,,
2022.00,1.00,5.00,5.00,138.64,25.66,24.12,21.21,-3.93,-1.46,0.39,178.72,,,
2022.00,1.00,5.00,6.00,118.52,26.92,25.51,21.23,-4.58,-0.93,0.99,505.22,,,
2022.00,1.00,5.00,7.00,124.71,26.30,24.56,21.12,-3.77,0.64,0.43,480.27,,,
2022.00,1.00,5.00,8.00,130.90,25.69,21.57,21.00,-2.97,2.20,-0.13,131.04,,,
2022.00,1.00,5.00,9.00,137.08,25.07,21.29,20.88,-2.17,3.77,-0.69,69.40,,,
2022.00,1.00,5.00,10.00,120.46,29.11,22.11,21.38,-0.91,1.92,-0.77,39.01,,,
2022.00,1.00,5.00,11.00,103.83,33.15,21.68,21.88,0.36,0.08,-0.84,71.06,,,
2022.00,1.00,5.00,12.00,87.20,37.19,23.01,22.38,1.62,-1.77,-0.92,84.42,,,
2022.00,1.00,5.00,13.00,110.57,34.51,22.83,22.29,1.70,-1.71,-0.59,154.38,,,
2022.00,1.00,5.00,14.00,133.93,31.82,22.64,22.19,1.79,-1.66,-0.26,84.33,,,
2022.00,1.00,5.00,15.00,157.29,29.14,22.71,22.10,1.87,-1.61,0.07,70.61,,,
2022.00,1.00,5.00,16.00,127.85,29.74,22.03,22.31,2.03,-1.96,0.05,342.95,,,
2022.00,1.00,5.00,17.00,98.42,30.34,18.66,22.52,2.19,-2.32,0.04,232.16,,,
2022.00,1.00,5.00,18.00,68.98,30.94,18.99,22.73,2.35,-2.67,0.02,467.98,,,
2022.00,1.00,5.00,19.00,55.60,35.48,20.70,22.22,2.32,-2.51,-0.27,31.19,,,
2022.00,1.00,5.00,20.00,42.23,40.02,18.06,21.70,2.29,-2.36,-0.55,87.69,,,
2022.00,1.00,5.00,21.00,28.86,44.56,16.90,21.19,2.27,-2.20,-0.84,82.49,,,
2022.00,1.00,5.00,22.00,51.27,40.09,16.73,21.07,0.87,-1.96,-0.79,107.52,,,
2022.00,1.00,5.00,23.00,73.67,35.61,16.43,20.95,-0.52,-1.72,-0.75,66.38,,,
2022.00,7.00,26.00,0.00,77.61,61.50,18.36,6.98,-1.72,0.66,1.77,30.31,,,
2022.00,7.00,26.00,1.00,80.02,61.47,19.59,7.09,-1.80,0.52,1.78,32.70,,,
2022.00,7.00,26.00,2.00,82.44,61.43,22.22,7.20,-1.87,0.38,1.80,16.19,,,
2022.00,7.00,26.00,3.00,84.85,61.40,20.65,7.31,-1.94,0.24,1.81,37.49,,,
2022.00,7.00,26.00,4.00,115.05,71.21,23.68,7.46,-1.39,0.26,1.67,144.52,,,
2022.00,7.00,26.00,5.00,145.25,81.03,22.51,7.61,-0.83,0.28,1.53,48.97,,,
2022.00,7.00,26.00,6.00,175.45,90.84,21.28,7.76,-0.27,0.30,1.38,72.82,,,
2022.00,7.00,26.00,7.00,143.02,88.14,19.98,7.94,-0.35,0.34,1.10,73.44,,1.40,
2022.00,7.00,26.00,8.00,110.59,85.43,19.25,8.12,-0.42,0.38,0.83,52.91,,,
2022.00,7.00,26.00,9.00,78.17,82.73,20.57,8.29,-0.49,0.42,0.55,40.62,,1.86,
2022.00,7.00,26.00,10.00,104.17,82.06,23.22,8.43,-0.24,0.10,0.77,53.15,,,
2022.00,7.00,26.00,11.00,130.18,81.39,23.92,8.57,0.02,-0.22,0.99,37.43,,,
2022.00,7.00,26.00,12.00,156.18,80.72,22.16,8.71,0.28,-0.54,1.21,39.44,,,
2022.00,7.00,26.00,13.00,133.92,79.14,21.32,8.62,0.92,-0.56,1.40,56.90,,,
2022.00,7.00,26.00,14.00,111.65,77.57,22.84,8.53,1.55,-0.59,1.58,58.23,,,
2022.00,7.00,26.00,15.00,89.38,75.99,23.14,8.44,2.19,-0.62,1.77,70.13,,,
2022.00,7.00,26.00,16.00,92.51,82.39,23.11,8.19,1.18,-0.71,1.90,105.97,,,
2022.00,7.00,26.00,17.00,95.63,88.78,23.00,7.94,0.18,-0.81,2.04,170.80,,,
2022.00,7.00,26.00,18.00,98.75,95.18,21.35,7.69,-0.82,-0.91,2.17,79.30,,,
2022.00,7.00,26.00,19.00,107.95,89.55,21.01,7.81,-0.51,-0.92,1.64,56.70,,,
2022.00,7.00,26.00,20.00,117.16,83.92,21.89,7.94,-0.21,-0.94,1.12,97.80,,,
2022.00,7.00,26.00,21.00,126.36,78.29,20.67,8.07,0.10,-0.96,0.59,36.36,,,
2022.00,7.00,26.00,22.00,131.76,81.00,21.80,8.36,0.64,-0.96,0.59,58.38,,,
2022.00,7.00,26.00,23.00,137.16,83.71,23.42,8.65,1.18,-0.97,0.59,35.22,,,
2020.00,12.00,18.00,0.00,101.69,38.24,30.88,8.35,3.59,-2.68,-1.37,1028.95,,,
2020.00,12.00,18.00,1.00,114.05,38.58,29.16,8.44,3.01,-1.56,-1.61,633.99,,,
2020.00,12.00,18.00,2.00,126.42,38.92,31.17,8.53,2.43,-0.44,-1.85,863.42,,,
2020.00,12.00,18.00,3.00,138.78,39.25,30.83,8.61,1.85,0.68,-2.08,529.17,,,
2020.00,12.00,18.00,4.00,134.81,43.95,28.20,8.85,1.56,1.05,-1.93,550.96,,,
2020.00,12.00,18.00,5.00,130.84,48.66,28.19,9.08,1.27,1.42,-1.79,836.81,,,
2020.00,12.00,18.00,6.00,126.87,53.36,30.44,9.31,0.98,1.80,-1.64,965.79,,,
2020.00,12.00,18.00,7.00,144.72,51.63,29.24,9.49,0.67,1.44,-1.54,712.07,,,
2020.00,12.00,18.00,8.00,162.57,49.91,28.81,9.67,0.35,1.09,-1.45,873.35,1.22,2.55,0.48
2020.00,12.00,18.00,9.00,180.43,48.19,30.02,9.86,0.04,0.74,-1.35,948.16,,,
2020.00,12.00,18.00,10.00,184.59,55.13,29.60,9.98,2.25,0.33,-1.45,1049.77,,,
2020.00,12.00,18.00,11.00,188.75,62.08,30.15,10.10,4.46,-0.07,-1.56,1112.24,,,
2020.00,12.00,18.00,12.00,192.92,69.02,29.31,10.23,6.68,-0.48,-1.66,1003.68,,,
2020.00,12.00,18.00,13.00,183.43,62.15,28.84,9.66,6.06,-1.70,-1.80,1009.58,,,
2020.00,12.00,18.00,14.00,173.95,55.27,27.79,9.10,5.44,-2.92,-1.94,970.42,,,
2020.00,12.00,18.00,15.00,164.46,48.39,27.84,8.53,4.82,-4.14,-2.07,942.48,,,
2020.00,12.00,18.00,16.00,159.79,49.43,28.14,8.82,5.42,-4.21,-2.48,975.59,,,
2020.00,12.00,18.00,17.00,155.12,50.48,27.63,9.10,6.02,-4.27,-2.88,690.49,,,
2020.00,12.00,18.00,18.00,150.46,51.52,28.47,9.38,6.62,-4.34,-3.29,890.20,,,
2020.00,12.00,18.00,19.00,150.77,46.65,30.22,9.62,5.24,-3.44,-3.22,1134.86,,,
2020.00,12.00,18.00,20.00,151.08,41.77,29.49,9.86,3.87,-2.53,-3.16,903.67,,,
2020.00,12.00,18.00,21.00,151.39,36.90,30.05,10.10,2.49,-1.63,-3.09,1120.99,,,
2020.00,12.00,18.00,22.00,147.49,51.02,30.24,9.89,1.62,-1.62,-2.93,1092.62,,,
2020.00,12.00,18.00,23.00,143.60,65.15,30.89,9.69,0.75,-1.61,-2.77,1274.38,,,
2023.00,11.00,4.00,0.00,54.63,39.63,25.20,9.48,-1.11,1.68,-0.49,50.34,,,
2023.00,11.00,4.00,1.00,38.80,58.92,23.98,9.80,0.14,0.19,0.13,78.64,,,
2023.00,11.00,4.00,2.00,22.97,78.21,22.40,10.12,1.38,-1.30,0.76,51.30,,,
2023.00,11.00,4.00,3.00,7.14,97.50,24.46,10.43,2.63,-2.79,1.38,12.42,,,
2023.00,11.00,4.00,4.00,10.95,87.21,24.41,9.85,2.46,-2.57,1.90,118.41,,,
2023.00,11.00,4.00,5.00,14.76,76.92,23.46,9.26,2.28,-2.35,2.43,92.36,,,
2023.00,11.00,4.00,6.00,18.57,66.63,20.99,8.67,2.11,-2.13,2.96,58.23,,,
2023.00,11.00,4.00,7.00,13.57,74.15,23.20,9.02,1.42,-2.13,2.68,98.90,,,
2023.00,11.00,4.00,8.00,8.57,81.66,21.44,9.38,0.73,-2.13,2.40,45.53,1.01,2.74,0.37
2023.00,11.00,4.00,9.00,3.56,89.18,20.48,9.73,0.04,-2.13,2.12,39.60,,,
2023.00,11.00,4.00,10.00,21.32,71.02,22.07,9.50,-0.67,-2.12,2.10,32.27,,,
2023.00,11.00,4.00,11.00,39.07,52.86,24.86,9.27,-1.39,-2.11,2.09,46.34,,,
2023.00,11.00,4.00,12.00,56.82,34.69,26.02,9.04,-2.10,-2.10,2.08,85.80,,,
2023.00,11.00,4.00,13.00,39.73,53.70,25.85,9.40,-1.32,-2.14,2.06,77.98,,,
2023.00,11.00,4.00,14.00,22.63,72.71,23.74,9.76,-0.53,-2.19,2.05,44.15,,,
2023.00,11.00,4.00,15.00,5.54,91.71,23.53,10.12,0.25,-2.23,2.04,28.94,,,
2023.00,11.00,4.00,16.00,9.77,82.00,22.35,10.31,0.84,-1.73,2.23,16.34,,,
2023.00,11.00,4.00,17.00,14.01,72.29,24.04,10.50,1.44,-1.23,2.41,22.96,,,
2023.00,11.00,4.00,18.00,18.24,62.58,23.58,10.69,2.04,-0.73,2.60,15.98,,,
2023.00,11.00,4.00,19.00,22.29,59.74,23.60,10.62,1.95,-1.18,2.61,72.28,,,
