year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,blh_forecast,NO2_satellite,HCHO_satellite,ratio_satellite,O3_target,NO2_target
2020.00,4.00,25.00,15.00,54.95,12.29,12.42,7.16,3.99,-0.91,2.29,156.49,,,,7.85,20.27
2020.00,4.00,25.00,16.00,49.87,14.17,14.07,6.95,2.04,-0.08,2.84,48.24,,,,20.12,11.40
2020.00,4.00,25.00,17.00,44.78,16.06,15.35,6.74,0.09,0.76,3.39,81.80,,,,23.75,11.90
2020.00,4.00,25.00,18.00,39.70,17.94,15.78,6.53,-1.86,1.59,3.94,221.47,,,,24.15,9.77
2020.00,4.00,25.00,19.00,33.65,26.33,16.17,6.75,-2.22,1.88,3.65,103.78,,,,21.25,8.97
2020.00,4.00,25.00,20.00,27.60,34.71,19.13,6.96,-2.58,2.16,3.35,55.23,,,,16.50,10.43
2020.00,4.00,25.00,21.00,21.55,43.09,18.63,7.17,-2.94,2.45,3.06,89.31,,,,10.10,12.90
2020.00,4.00,25.00,22.00,30.30,38.09,17.70,7.41,-1.19,1.25,3.38,70.07,,,,21.98,10.50
2020.00,4.00,25.00,23.00,39.04,33.08,18.77,7.65,0.55,0.06,3.71,112.32,,,,32.75,6.82
2024.00,3.00,25.00,0.00,84.22,37.23,12.41,13.51,-2.54,2.35,-1.09,58.86,,,,3.75,25.35
2024.00,3.00,25.00,1.00,82.61,37.79,14.23,13.99,-2.69,2.28,-1.21,49.15,,,,5.30,18.50
2024.00,3.00,25.00,2.00,81.00,38.36,14.04,14.46,-2.83,2.21,-1.33,222.26,,,,5.47,17.88
2024.00,3.00,25.00,3.00,79.39,38.93,8.20,14.94,-2.97,2.14,-1.45,188.27,,,,6.52,17.72
2024.00,3.00,25.00,4.00,77.64,37.35,6.84,15.46,-2.56,2.37,-1.60,110.63,,,,9.82,17.07
2024.00,3.00,25.00,5.00,75.88,35.77,9.69,15.97,-2.14,2.60,-1.76,27.86,,,,16.23,10.68
2024.00,3.00,25.00,6.00,74.13,34.18,12.35,16.49,-1.73,2.83,-1.92,260.72,,,,25.85,7.72
2024.00,3.00,25.00,7.00,66.05,42.90,9.16,16.28,-1.90,2.58,-1.64,68.27,0.26,2.24,0.12,36.10,7.65
2024.00,3.00,25.00,8.00,57.98,51.62,10.26,16.08,-2.06,2.34,-1.37,281.26,,,,45.12,6.40
2024.00,3.00,25.00,9.00,49.90,60.34,9.90,15.87,-2.23,2.09,-1.09,174.95,0.18,0.68,0.26,49.52,5.72
2024.00,3.00,25.00,10.00,33.28,89.17,9.91,14.29,-1.41,2.23,-0.81,91.56,,,,52.15,5.80
2024.00,3.00,25.00,11.00,16.65,118.01,10.85,12.71,-0.60,2.38,-0.53,78.08,,,,56.20,6.30
2024.00,3.00,25.00,12.00,0.03,146.84,12.35,11.13,0.22,2.52,-0.25,116.47,,,,57.50,7.33
2024.00,3.00,25.00,13.00,5.30,128.38,10.59,9.70,0.49,1.88,-0.55,33.12,,,,53.50,9.65
2024.00,3.00,25.00,14.00,10.57,109.91,12.42,8.28,0.77,1.24,-0.85,60.43,,,,36.95,19.05
2024.00,3.00,25.00,15.00,15.84,91.45,11.29,6.85,1.04,0.60,-1.16,101.52,,,,21.18,24.62
2024.00,3.00,25.00,16.00,35.37,64.27,10.23,6.22,2.01,0.11,-0.54,48.23,,,,13.40,24.23
2024.00,3.00,25.00,17.00,54.90,37.10,14.70,5.59,2.97,-0.37,0.08,156.01,,,,9.50,18.88
2024.00,3.00,25.00,18.00,74.43,9.92,14.02,4.95,3.93,-0.86,0.70,60.28,,,,4.28,25.95
2024.00,3.00,25.00,19.00,49.89,49.93,11.84,6.76,2.30,-0.13,-0.06,71.30,,,,4.85,17.85
2024.00,3.00,25.00,20.00,25.35,89.94,10.36,8.57,0.66,0.59,-0.82,287.53,,,,5.40,12.00
2024.00,3.00,25.00,21.00,0.80,129.95,13.36,10.38,-0.97,1.32,-1.59,269.61,,,,9.57,10.00
2024.00,3.00,25.00,22.00,24.68,98.59,14.42,10.53,-1.24,1.35,-1.39,197.00,,,,16.88,8.88
2024.00,3.00,25.00,23.00,48.56,67.23,14.16,10.69,-1.52,1.39,-1.20,88.29,,,,20.70,9.68
2020.00,6.00,22.00,0.00,14.91,91.43,18.17,8.86,2.60,0.51,0.65,229.54,,,,4.83,17.80
2020.00,6.00,22.00,1.00,20.40,83.78,17.45,9.00,1.93,-0.02,0.86,249.33,,,,4.95,9.23
2020.00,6.00,22.00,2.00,25.89,76.14,15.89,9.14,1.27,-0.55,1.07,302.95,,,,5.48,17.58
2020.00,6.00,22.00,3.00,31.38,68.49,15.18,9.28,0.60,-1.08,1.28,245.32,,,,5.53,23.20
2020.00,6.00,22.00,4.00,33.35,53.33,15.05,9.34,0.88,-0.46,1.19,194.68,,,,6.72,25.00
2020.00,6.00,22.00,5.00,35.31,38.18,15.35,9.41,1.15,0.17,1.10,161.58,,,,11.40,18.73
2020.00,6.00,22.00,6.00,37.28,23.02,14.74,9.48,1.43,0.79,1.00,76.87,,,,18.42,9.45
2020.00,6.00,22.00,7.00,43.51,21.41,14.76,9.35,1.28,0.69,1.39,106.47,,,,20.98,9.70
2020.00,6.00,22.00,8.00,49.73,19.80,14.25,9.21,1.14,0.59,1.78,137.86,0.30,1.20,0.25,24.03,9.30
2020.00,6.00,22.00,9.00,55.96,18.19,13.85,9.07,0.99,0.49,2.17,112.88,,,,27.88,7.65
2020.00,6.00,22.00,10.00,46.92,21.99,13.04,9.20,1.46,0.37,2.28,180.86,,,,32.93,8.33
2020.00,6.00,22.00,11.00,37.87,25.78,12.33,9.34,1.92,0.24,2.38,112.14,,,,33.62,7.47
2020.00,6.00,22.00,12.00,28.83,29.57,11.98,9.47,2.39,0.11,2.48,229.19,,,,36.27,9.23
2020.00,6.00,22.00,13.00,25.95,58.94,10.77,9.58,2.34,0.29,2.45,217.40,,,,27.23,26.80
2020.00,6.00,22.00,14.00,23.07,88.30,10.70,9.70,2.29,0.46,2.42,153.06,,,,14.67,32.97
2020.00,6.00,22.00,15.00,20.19,117.67,11.54,9.82,2.25,0.63,2.39,290.47,,,,6.22,50.15
2020.00,6.00,22.00,16.00,18.85,111.80,12.57,9.79,0.25,1.23,2.69,312.97,,,,9.35,40.92
2020.00,6.00,22.00,17.00,17.50,105.93,14.98,9.77,-1.75,1.82,2.99,146.20,,,,7.95,30.60
2020.00,6.00,22.00,18.00,16.16,100.06,14.94,9.75,-3.75,2.42,3.29,218.96,,,,6.40,33.42
2020.00,6.00,22.00,19.00,21.48,77.13,13.12,9.73,-3.96,2.27,2.95,265.56,,,,3.75,47.47
2020.00,6.00,22.00,20.00,26.81,54.21,12.31,9.70,-4.17,2.13,2.60,128.77,,,,8.70,24.65
2020.00,6.00,22.00,21.00,32.14,31.29,12.27,9.68,-4.39,1.98,2.25,59.73,,,,3.67,12.50
2020.00,6.00,22.00,22.00,37.91,31.19,11.10,9.77,-2.99,1.88,1.98,94.44,,,,4.35,12.00
2020.00,6.00,22.00,23.00,43.69,31.10,9.66,9.86,-1.59,1.77,1.71,190.07,,,,4.25,11.62
2021.00,1.00,31.00,0.00,99.12,10.65,29.74,7.60,2.53,-0.22,-1.48,792.58,,,,2.60,18.12
2021.00,1.00,31.00,1.00,101.34,9.58,32.01,7.15,2.24,-0.06,-1.42,1303.88,,,,2.17,18.53
2021.00,1.00,31.00,2.00,103.57,8.51,30.11,6.71,1.96,0.09,-1.35,555.14,,,,2.02,17.27
2021.00,1.00,31.00,3.00,105.79,7.44,32.22,6.26,1.67,0.25,-1.28,925.89,,,,1.80,32.72
2021.00,1.00,31.00,4.00,98.31,8.43,34.21,6.53,2.00,0.05,-1.59,1329.99,,,,2.60,47.30
2021.00,1.00,31.00,5.00,90.83,9.41,34.31,6.81,2.32,-0.15,-1.90,1535.84,,,,16.95,30.75
2021.00,1.00,31.00,6.00,83.35,10.40,31.80,7.08,2.64,-0.36,-2.21,1537.64,,,,43.32,16.12
2021.00,1.00,31.00,7.00,94.10,9.95,33.23,7.32,3.78,-0.66,-1.91,1453.76,,,,66.93,12.82
2021.00,1.00,31.00,8.00,104.84,9.51,32.62,7.57,4.93,-0.97,-1.62,1110.23,1.82,1.99,0.92,71.18,10.85
2021.00,1.00,31.00,9.00,115.59,9.07,30.78,7.81,6.07,-1.28,-1.32,851.65,,,,71.15,10.60
2021.00,1.00,31.00,10.00,125.75,15.52,31.92,8.11,4.25,-1.10,-1.56,1304.60,,,,67.90,9.97
2021.00,1.00,31.00,11.00,135.92,21.98,29.56,8.41,2.44,-0.92,-1.80,1284.55,,,,66.95,8.47
2021.00,1.00,31.00,12.00,146.09,28.44,28.99,8.71,0.62,-0.73,-2.04,924.48,,,,57.15,15.10
2021.00,1.00,31.00,13.00,142.78,44.38,32.12,8.74,-0.28,0.31,-1.96,972.74,,,,9.30,54.17
2021.00,1.00,31.00,14.00,139.47,60.33,32.20,8.77,-1.17,1.35,-1.88,1195.29,,,,3.67,61.73
2021.00,1.00,31.00,15.00,136.17,76.28,31.91,8.80,-2.07,2.39,-1.80,1015.74,,,,3.77,68.92
2021.00,1.00,31.00,16.00,138.20,53.66,32.78,8.38,-1.34,2.33,-1.50,1053.04,,,,3.35,68.12
2021.00,1.00,31.00,17.00,140.24,31.04,31.43,7.96,-0.61,2.26,-1.19,784.42,,,,3.35,64.30
2021.00,1.00,31.00,18.00,142.28,8.43,31.65,7.54,0.12,2.20,-0.89,1372.49,,,,5.45,54.70
2021.00,1.00,31.00,19.00,131.11,12.21,31.22,7.49,0.16,2.04,-1.89,1286.19,,,,25.65,45.23
2021.00,1.00,31.00,20.00,119.94,16.00,32.00,7.45,0.19,1.87,-2.88,1117.36,,,,77.70,35.85
2021.00,1.00,31.00,21.00,108.78,19.78,32.97,7.40,0.23,1.71,-3.88,1243.37,,,,68.85,32.80
2021.00,1.00,31.00,22.00,96.11,16.96,32.97,7.37,0.62,0.63,-3.52,1260.82,,,,39.20,31.60
2021.00,1.00,31.00,23.00,83.44,14.13,32.81,7.35,1.00,-0.46,-3.16,1238.96,,,,9.47,33.57
2021.00,10.00,3.00,0.00,130.98,3.03,33.14,14.66,-4.72,2.09,0.23,1030.84,,,,5.62,9.78
2021.00,10.00,3.00,1.00,136.71,3.19,32.18,15.54,-4.66,1.99,-0.42,1253.00,,,,4.97,10.38
2021.00,10.00,3.00,2.00,142.44,3.35,27.60,16.42,-4.59,1.89,-1.08,561.30,,,,4.98,10.58
2021.00,10.00,3.00,3.00,148.18,3.51,31.80,17.29,-4.53,1.79,-1.74,1007.80,,,,4.58,11.60
2021.00,10.00,3.00,4.00,156.43,3.49,33.57,16.77,-4.54,2.05,-1.91,1232.63,,,,5.62,13.53
2021.00,10.00,3.00,5.00,164.68,3.48,33.14,16.25,-4.55,2.31,-2.08,1017.03,,,,6.22,13.67
2021.00,10.00,3.00,6.00,172.94,3.46,29.52,15.72,-4.56,2.57,-2.25,407.82,,,,6.75,11.25
2021.00,10.00,3.00,7.00,197.24,4.23,31.85,15.40,-3.93,2.49,-2.21,700.74,,,,6.42,11.20
2021.00,10.00,3.00,8.00,221.54,5.01,32.01,15.07,-3.29,2.41,-2.17,930.38,0.57,1.22,0.47,7.12,10.93
2021.00,10.00,3.00,9.00,245.85,5.78,28.79,14.75,-2.66,2.33,-2.13,608.60,,,,6.83,10.30
2021.00,10.00,3.00,10.00,246.15,5.79,31.85,15.30,-1.58,1.69,-1.88,1285.43,,,,7.10,9.85
2021.00,10.00,3.00,11.00,246.45,5.80,33.27,15.85,-0.51,1.04,-1.64,1334.28,,,,8.40,10.40
2021.00,10.00,3.00,12.00,246.75,5.81,33.22,16.39,0.56,0.40,-1.39,1410.00,,,,8.75,12.20
2021.00,10.00,3.00,13.00,213.28,4.86,33.22,14.40,0.92,0.46,-1.16,1135.68,,,,6.92,13.20
2021.00,10.00,3.00,14.00,179.80,3.92,32.99,12.40,1.28,0.52,-0.93,1299.83,,,,6.83,13.73
2021.00,10.00,3.00,15.00,146.33,2.97,33.32,10.41,1.64,0.57,-0.70,1463.68,,,,5.62,13.70
2021.00,10.00,3.00,16.00,147.17,3.02,33.51,10.38,1.37,0.68,-1.19,1585.75,,,,5.25,11.70
2021.00,10.00,3.00,17.00,148.01,3.07,33.23,10.35,1.09,0.80,-1.68,1483.67,,,,5.70,10.68
2021.00,10.00,3.00,18.00,148.85,3.12,33.48,10.31,0.82,0.91,-2.17,1477.99,,,,5.75,11.92
2021.00,10.00,3.00,19.00,173.35,3.56,33.39,10.27,1.80,1.02,-1.77,1814.18,,,,5.65,12.55
2021.00,10.00,3.00,20.00,197.85,4.00,33.41,10.23,2.78,1.13,-1.37,1590.15,,,,5.10,8.50
2021.00,10.00,3.00,21.00,222.35,4.44,33.86,10.19,3.76,1.24,-0.96,1598.61,,,,4.33,10.30
2021.00,10.00,3.00,22.00,219.02,4.80,34.50,11.71,3.72,0.96,-0.60,1794.41,,,,4.62,11.00
2021.00,10.00,3.00,23.00,215.70,5.16,34.08,13.23,3.68,0.69,-0.23,1644.19,,,,6.15,10.60
2024.00,3.00,18.00,0.00,0.10,117.89,27.35,12.41,0.00,1.10,-2.25,65.78,,,,6.30,38.62
2024.00,3.00,18.00,1.00,24.87,84.59,27.85,12.31,0.55,0.09,-1.32,80.89,,,,9.90,33.20
2024.00,3.00,18.00,2.00,49.64,51.29,28.30,12.21,1.09,-0.93,-0.39,792.48,,,,4.45,54.15
2024.00,3.00,18.00,3.00,74.41,17.99,27.34,12.11,1.64,-1.94,0.54,510.49,,,,8.70,57.75
2024.00,3.00,18.00,4.00,70.92,17.56,26.79,11.86,1.61,-1.82,0.55,695.04,,,,21.40,49.10
2024.00,3.00,18.00,5.00,67.43,17.13,26.41,11.61,1.58,-1.70,0.57,91.49,,,,46.20,39.05
2024.00,3.00,18.00,6.00,63.95,16.69,26.16,11.36,1.54,-1.58,0.58,347.60,,,,74.40,26.80
2024.00,3.00,18.00,7.00,52.76,40.84,26.68,12.27,0.06,-0.92,0.27,291.92,,,,87.70,17.15
2024.00,3.00,18.00,8.00,41.58,64.99,25.78,13.17,-1.43,-0.26,-0.04,825.97,0.53,1.91,0.28,90.62,12.62
2024.00,3.00,18.00,9.00,30.39,89.14,25.65,14.08,-2.91,0.40,-0.35,170.69,,,,90.87,12.88
2024.00,3.00,18.00,10.00,20.30,104.12,26.82,13.99,-2.55,0.58,-0.80,259.16,,,,90.15,16.20
2024.00,3.00,18.00,11.00,10.21,119.11,26.23,13.90,-2.18,0.77,-1.24,46.32,,,,93.50,12.95
2024.00,3.00,18.00,12.00,0.12,134.09,26.62,13.81,-1.82,0.95,-1.68,130.92,,,,93.33,13.10
2024.00,3.00,18.00,13.00,0.08,144.31,26.54,13.80,-1.11,1.32,-1.50,105.27,,,,73.20,19.75
2024.00,3.00,18.00,14.00,0.05,154.53,27.59,13.78,-0.40,1.69,-1.31,813.22,,,,33.72,45.25
2024.00,3.00,18.00,15.00,0.01,164.75,26.24,13.76,0.31,2.05,-1.12,528.35,,,,8.30,57.30
2024.00,3.00,18.00,16.00,2.15,142.06,25.84,12.95,0.30,0.74,-0.76,97.35,,,,3.67,58.35
2024.00,3.00,18.00,17.00,4.28,119.38,26.39,12.14,0.30,-0.58,-0.39,46.88,,,,3.50,55.92
2024.00,3.00,18.00,18.00,6.41,96.69,27.13,11.33,0.29,-1.90,-0.02,209.57,,,,3.55,65.20
2024.00,3.00,18.00,19.00,29.43,68.49,27.34,10.74,0.79,-2.00,0.03,460.83,,,,4.15,67.67
2024.00,3.00,18.00,20.00,52.46,40.29,26.33,10.16,1.28,-2.11,0.08,241.73,,,,4.90,66.53
2024.00,3.00,18.00,21.00,75.48,12.09,26.67,9.58,1.78,-2.21,0.13,92.46,,,,4.83,58.80
2024.00,3.00,18.00,22.00,74.37,12.50,27.16,8.82,1.62,-2.25,0.41,21.53,,,,3.08,46.70
2024.00,3.00,18.00,23.00,73.26,12.90,27.57,8.06,1.47,-2.30,0.69,31.66,,,,3.07,52.43
2022.00,3.00,21.00,0.00,129.09,36.94,28.86,9.56,-1.99,-0.10,-0.25,166.91,,,,3.62,33.30
2022.00,3.00,21.00,1.00,115.77,34.88,28.07,9.16,-1.45,-0.46,0.57,143.58,,,,3.45,28.98
2022.00,3.00,21.00,2.00,102.46,32.81,28.05,8.77,-0.91,-0.81,1.40,103.96,,,,4.45,29.20
2022.00,3.00,21.00,3.00,89.15,30.75,26.89,8.38,-0.37,-1.17,2.22,44.22,,,,3.80,33.33
2022.00,3.00,21.00,4.00,94.77,39.86,26.60,8.27,0.49,-1.42,1.49,79.61,,,,5.88,27.88
2022.00,3.00,21.00,5.00,100.40,48.97,27.19,8.17,1.35,-1.67,0.76,64.63,,,,13.57,20.15
2022.00,3.00,21.00,6.00,106.03,58.09,25.74,8.07,2.21,-1.91,0.03,86.85,,,,25.00,11.90
2022.00,3.00,21.00,7.00,105.30,51.33,26.06,8.88,2.44,-1.73,0.44,176.60,,,,37.62,8.50
2022.00,3.00,21.00,8.00,104.58,44.57,25.51,9.69,2.66,-1.55,0.84,90.92,,,,49.65,6.52
2022.00,3.00,21.00,9.00,103.85,37.81,25.64,10.50,2.89,-1.38,1.25,67.80,0.34,1.17,0.29,55.83,6.47
2022.00,3.00,21.00,10.00,110.18,32.54,25.59,10.12,2.38,-1.85,1.04,49.70,,,,53.62,5.17
2022.00,3.00,21.00,11.00,116.51,27.27,25.75,9.75,1.87,-2.32,0.83,143.56,,,,41.12,5.22
2022.00,3.00,21.00,12.00,122.84,22.00,24.67,9.37,1.37,-2.80,0.62,42.15,,,,29.10,6.20
2022.00,3.00,21.00,13.00,119.17,19.81,25.42,8.87,1.79,-2.58,0.80,77.84,,,,24.48,7.50
2022.00,3.00,21.00,14.00,115.50,17.61,25.57,8.36,2.22,-2.37,0.97,36.03,,,,12.28,16.75
2022.00,3.00,21.00,15.00,111.84,15.41,26.21,7.86,2.64,-2.15,1.14,38.33,,,,8.70,18.12
2022.00,3.00,21.00,16.00,107.62,17.83,24.97,8.44,2.59,-1.88,1.21,49.08,,,,10.02,16.47
2022.00,3.00,21.00,17.00,103.41,20.26,25.26,9.02,2.53,-1.60,1.27,70.86,,,,16.43,12.18
2022.00,3.00,21.00,18.00,99.19,22.68,26.27,9.60,2.48,-1.33,1.34,129.44,,,,16.38,9.93
2022.00,3.00,21.00,19.00,96.04,22.47,25.62,9.08,2.01,-1.98,1.49,45.21,,,,20.02,6.40
2022.00,3.00,21.00,20.00,92.88,22.25,23.66,8.56,1.54,-2.64,1.64,73.99,,,,21.40,4.45
2022.00,3.00,21.00,21.00,89.72,22.04,24.28,8.04,1.06,-3.29,1.79,190.43,,,,10.73,4.60
2022.00,3.00,21.00,22.00,81.61,29.48,23.47,8.58,1.52,-2.88,1.64,73.73,,,,11.08,6.32
2022.00,3.00,21.00,23.00,73.50,36.92,23.68,9.11,1.98,-2.47,1.49,54.23,,,,15.10,6.20
2023.00,7.00,1.00,0.00,30.73,74.93,30.66,19.02,1.38,0.49,-0.36,73.33,,,,11.97,7.68
2023.00,7.00,1.00,1.00,29.27,74.97,31.27,19.04,0.54,0.46,-0.46,280.03,,,,12.53,5.75
2023.00,7.00,1.00,2.00,27.81,75.01,31.20,19.07,-0.30,0.43,-0.56,225.62,,,,10.93,4.55
2023.00,7.00,1.00,3.00,26.35,75.06,32.87,19.09,-1.15,0.40,-0.66,374.82,,,,12.95,3.30
2023.00,7.00,1.00,4.00,21.71,77.39,31.54,19.00,-0.96,-0.33,-0.49,203.71,,,,13.32,2.47
2023.00,7.00,1.00,5.00,17.07,79.72,32.18,18.90,-0.78,-1.05,-0.32,150.86,,,,13.95,2.17
2023.00,7.00,1.00,6.00,12.43,82.05,30.83,18.80,-0.60,-1.78,-0.15,317.14,,,,21.00,3.00
2023.00,7.00,1.00,7.00,23.66,75.85,29.29,18.16,0.30,-1.46,-0.21,637.52,,,,19.35,5.13
2023.00,7.00,1.00,8.00,34.89,69.65,29.67,17.52,1.19,-1.13,-0.27,207.32,0.45,1.56,0.29,21.02,4.32
2023.00,7.00,1.00,9.00,46.12,63.45,30.87,16.88,2.09,-0.81,-0.32,46.38,,,,21.93,5.35
2023.00,7.00,1.00,10.00,46.86,62.19,30.64,16.22,2.64,0.00,0.04,188.94,,,,21.77,5.30
2023.00,7.00,1.00,11.00,47.60,60.93,31.24,15.55,3.19,0.82,0.39,82.48,,,,20.58,4.65
2023.00,7.00,1.00,12.00,48.34,59.66,32.45,14.89,3.74,1.63,0.75,249.94,,,,15.62,4.80
2023.00,7.00,1.00,13.00,39.28,66.29,32.28,14.68,3.24,1.91,1.07,472.77,,,,14.00,5.85
2023.00,7.00,1.00,14.00,30.22,72.93,30.59,14.48,2.74,2.19,1.39,291.98,,,,15.32,8.98
2023.00,7.00,1.00,15.00,21.17,79.56,31.15,14.27,2.24,2.47,1.71,194.34,,,,12.73,11.53
2023.00,7.00,1.00,16.00,14.53,110.38,32.25,14.77,2.02,2.47,1.12,256.85,,,,10.45,10.15
2023.00,7.00,1.00,17.00,7.89,141.20,33.22,15.28,1.80,2.47,0.54,398.74,,,,7.03,10.97
2023.00,7.00,1.00,18.00,1.26,172.02,31.00,15.78,1.58,2.46,-0.05,628.47,,,,4.17,12.07
2023.00,7.00,1.00,19.00,15.13,154.80,30.03,16.24,1.85,2.24,0.40,411.46,,,,5.62,7.70
2023.00,7.00,1.00,20.00,29.00,137.57,29.74,16.69,2.12,2.01,0.86,385.53,,,,5.50,7.92
2023.00,7.00,1.00,21.00,42.87,120.35,27.18,17.15,2.39,1.79,1.31,294.94,,,,25.63,9.90
2023.00,7.00,1.00,22.00,30.58,106.38,28.37,16.31,2.42,1.45,1.14,257.73,,,,9.95,8.95
2023.00,7.00,1.00,23.00,18.30,92.42,29.22,15.47,2.44,1.11,0.96,450.04,,,,5.95,8.42
2022.00,10.00,18.00,0.00,61.65,46.50,30.19,6.83,1.90,-0.84,3.19,274.22,,,,2.68,30.98
2022.00,10.00,18.00,1.00,73.93,36.12,30.73,6.50,1.72,-1.19,3.27,370.91,,,,2.48,32.88
2022.00,10.00,18.00,2.00,86.21,25.73,30.02,6.17,1.54,-1.53,3.35,188.08,,,,2.95,39.88
2022.00,10.00,18.00,3.00,98.49,15.35,30.35,5.85,1.35,-1.88,3.43,165.56,,,,2.42,41.75
2022.00,10.00,18.00,4.00,80.08,24.51,30.11,5.62,1.24,-1.95,3.48,131.54,,,,13.90,38.80
2022.00,10.00,18.00,5.00,61.67,33.66,30.70,5.39,1.13,-2.03,3.52,44.53,,,,34.88,32.25
2022.00,10.00,18.00,6.00,43.26,42.82,29.71,5.16,1.01,-2.11,3.57,46.02,,,,58.23,18.30
2022.00,10.00,18.00,7.00,39.09,48.09,31.56,5.28,1.52,-1.97,3.53,20.17,,,,68.38,13.42
2022.00,10.00,18.00,8.00,34.92,53.37,30.69,5.39,2.03,-1.82,3.48,91.42,0.78,0.34,2.32,76.25,10.93
2022.00,10.00,18.00,9.00,30.74,58.64,29.99,5.51,2.54,-1.68,3.44,115.47,,,,72.17,15.30
2022.00,10.00,18.00,10.00,28.86,60.85,30.17,5.61,2.41,-1.54,3.34,140.68,,,,69.00,14.12
2022.00,10.00,18.00,11.00,26.98,63.07,30.06,5.72,2.27,-1.40,3.25,115.83,,,,60.70,16.25
2022.00,10.00,18.00,12.00,25.10,65.28,28.61,5.82,2.13,-1.25,3.16,386.28,,,,42.23,27.45
2022.00,10.00,18.00,13.00,34.67,58.29,31.34,6.56,2.21,-1.30,3.25,36.78,,,,3.57,64.20
2022.00,10.00,18.00,14.00,44.24,51.30,31.96,7.30,2.28,-1.34,3.33,25.00,,,,3.97,64.03
2022.00,10.00,18.00,15.00,53.81,44.30,27.77,8.04,2.36,-1.39,3.42,171.71,,,,4.80,58.95
2022.00,10.00,18.00,16.00,37.34,65.86,27.23,7.64,0.99,-1.27,3.40,172.32,,,,4.73,63.68
2022.00,10.00,18.00,17.00,20.86,87.41,25.90,7.24,-0.37,-1.14,3.38,299.12,,,,5.50,58.00
2022.00,10.00,18.00,18.00,4.39,108.96,28.32,6.85,-1.74,-1.02,3.36,84.82,,,,4.83,59.92
2022.00,10.00,18.00,19.00,11.60,99.22,29.63,6.80,-1.75,-0.99,3.65,55.66,,,,5.15,63.92
2022.00,10.00,18.00,20.00,18.80,89.48,29.24,6.75,-1.75,-0.97,3.93,119.95,,,,5.70,62.05
2022.00,10.00,18.00,21.00,26.00,79.74,27.99,6.69,-1.76,-0.94,4.22,61.85,,,,5.60,61.40
2022.00,10.00,18.00,22.00,28.70,80.16,28.48,6.80,-1.59,-1.21,3.61,204.56,,,,5.53,33.80
2022.00,10.00,18.00,23.00,31.40,80.59,28.27,6.91,-1.42,-1.49,3.00,545.48,,,,4.82,44.57
2021.00,11.00,13.00,0.00,186.92,6.04,27.48,4.73,0.09,-0.52,-2.72,691.66,,,,3.75,26.32
2021.00,11.00,13.00,1.00,211.76,6.67,23.03,5.18,-0.84,0.37,-2.73,645.09,,,,3.62,26.10
2021.00,11.00,13.00,2.00,236.60,7.31,33.40,5.64,-1.76,1.27,-2.74,2130.86,,,,4.42,29.70
2021.00,11.00,13.00,3.00,261.44,7.94,34.36,6.09,-2.69,2.16,-2.75,1806.30,,,,4.55,41.40
2021.00,11.00,13.00,4.00,247.81,6.82,34.38,5.96,-2.31,1.05,-2.50,1701.30,,,,7.85,49.95
2021.00,11.00,13.00,5.00,234.18,5.71,33.68,5.82,-1.94,-0.05,-2.26,2237.07,,,,32.17,47.95
2021.00,11.00,13.00,6.00,220.55,4.59,35.45,5.68,-1.57,-1.16,-2.01,2450.00,,,,63.38,40.92
2021.00,11.00,13.00,7.00,199.07,4.46,37.32,5.67,-1.71,-0.97,-1.70,2409.76,,,,92.80,28.60
2021.00,11.00,13.00,8.00,177.59,4.33,38.18,5.66,-1.86,-0.79,-1.39,3045.47,,,,80.00,13.53
2021.00,11.00,13.00,9.00,156.11,4.20,39.83,5.66,-2.01,-0.60,-1.07,3231.55,0.74,1.96,0.38,68.38,8.15
2021.00,11.00,13.00,10.00,149.08,4.38,38.88,6.39,-1.40,-0.79,-1.59,1793.05,,,,79.05,10.32
2021.00,11.00,13.00,11.00,142.06,4.56,37.94,7.12,-0.79,-0.99,-2.10,1470.47,,,,60.35,19.62
2021.00,11.00,13.00,12.00,135.03,4.74,37.63,7.85,-0.18,-1.18,-2.62,1600.44,,,,14.85,49.10
2021.00,11.00,13.00,13.00,134.50,4.04,38.68,7.97,0.30,-1.04,-2.27,2609.08,,,,4.90,61.25
2021.00,11.00,13.00,14.00,133.97,3.34,37.23,8.08,0.78,-0.90,-1.93,2208.91,,,,4.50,56.23
2021.00,11.00,13.00,15.00,133.44,2.64,35.80,8.19,1.26,-0.76,-1.58,2101.11,,,,3.98,56.77
2021.00,11.00,13.00,16.00,133.34,2.64,35.26,8.47,0.87,-0.66,-1.71,1960.38,,,,4.07,51.45
2021.00,11.00,13.00,17.00,133.23,2.64,36.69,8.75,0.47,-0.55,-1.83,2486.66,,,,4.10,50.80
2021.00,11.00,13.00,18.00,133.12,2.65,37.16,9.04,0.07,-0.45,-1.96,2622.06,,,,4.12,41.90
2021.00,11.00,13.00,19.00,139.74,3.08,36.56,8.98,-0.73,-0.52,-2.01,2313.83,,,,3.85,41.43
2021.00,11.00,13.00,20.00,146.35,3.52,38.84,8.92,-1.53,-0.60,-2.06,2729.77,,,,4.00,38.23
2021.00,11.00,13.00,21.00,152.97,3.96,41.28,8.87,-2.33,-0.68,-2.11,3034.47,,,,3.57,36.98
2021.00,11.00,13.00,22.00,155.57,3.66,41.52,8.16,-2.35,-0.52,-2.36,2902.24,,,,3.93,33.73
