year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,blh_forecast,NO2_satellite,HCHO_satellite,ratio_satellite
2023.00,12.00,29.00,18.00,61.86,58.06,25.22,17.77,-2.13,3.03,0.46,52.63,,,
2023.00,12.00,29.00,19.00,63.06,57.05,26.95,17.93,-2.50,2.59,-0.24,57.24,,,
2023.00,12.00,29.00,20.00,64.26,56.04,29.68,18.08,-2.87,2.16,-0.95,119.87,,,
2023.00,12.00,29.00,21.00,65.46,55.04,32.15,18.24,-3.24,1.73,-1.65,466.58,,,
2023.00,12.00,29.00,22.00,61.45,57.49,29.81,18.14,-3.01,1.38,-1.25,232.22,,,
2023.00,12.00,29.00,23.00,57.45,59.93,28.23,18.04,-2.79,1.04,-0.85,121.20,,,
2023.00,10.00,9.00,0.00,42.43,17.66,7.12,15.33,-1.47,-1.39,2.62,43.93,,,
2023.00,10.00,9.00,1.00,45.67,16.12,9.99,15.03,-0.90,-0.66,2.49,140.65,,,
2023.00,10.00,9.00,2.00,48.91,14.58,9.47,14.72,-0.33,0.07,2.37,31.46,,,
2023.00,10.00,9.00,3.00,52.16,13.04,8.13,14.41,0.24,0.80,2.24,20.78,,,
2023.00,10.00,9.00,4.00,51.52,13.50,6.87,14.83,0.62,0.74,2.39,36.80,,,
2023.00,10.00,9.00,5.00,50.88,13.96,6.42,15.26,1.00,0.68,2.54,42.81,,,
2023.00,10.00,9.00,6.00,50.25,14.43,6.12,15.68,1.37,0.62,2.70,22.04,,,
2023.00,10.00,9.00,7.00,41.36,24.64,5.72,15.75,0.78,0.93,2.59,30.63,,,
2023.00,10.00,9.00,8.00,32.46,34.85,8.21,15.81,0.18,1.25,2.47,76.93,0.53,2.23,0.24
2023.00,10.00,9.00,9.00,23.57,45.06,11.93,15.88,-0.42,1.56,2.36,12.92,,,
2023.00,10.00,9.00,10.00,15.71,59.24,11.29,16.21,-0.54,1.10,1.76,98.41,,,
2023.00,10.00,9.00,11.00,7.86,73.42,12.62,16.54,-0.66,0.65,1.16,284.70,,,
2023.00,10.00,9.00,12.00,0.00,87.59,13.18,16.87,-0.78,0.19,0.55,354.13,,,
2023.00,10.00,9.00,13.00,0.00,89.96,9.12,16.66,-1.32,0.43,0.57,91.18,,,
2023.00,10.00,9.00,14.00,0.00,92.34,8.35,16.46,-1.87,0.66,0.59,54.00,,,
2023.00,10.00,9.00,15.00,0.00,94.71,7.82,16.26,-2.42,0.90,0.60,41.23,,,
2023.00,10.00,9.00,16.00,1.60,87.51,7.89,15.83,-2.35,0.22,0.83,60.94,,,
2023.00,10.00,9.00,17.00,3.20,80.32,7.60,15.40,-2.29,-0.46,1.05,86.68,,,
2023.00,10.00,9.00,18.00,4.79,73.12,8.42,14.97,-2.22,-1.14,1.27,60.48,,,
2023.00,10.00,9.00,19.00,3.39,70.22,10.24,14.45,-1.69,-0.42,1.38,104.71,,,
2023.00,10.00,9.00,20.00,1.98,67.32,9.19,13.92,-1.16,0.30,1.49,45.67,,,
2023.00,10.00,9.00,21.00,0.57,64.43,12.02,13.39,-0.63,1.02,1.60,11.90,,,
2023.00,10.00,9.00,22.00,1.18,66.65,10.42,13.30,-0.57,1.41,1.36,72.74,,,
2023.00,10.00,9.00,23.00,1.79,68.87,13.29,13.21,-0.51,1.79,1.13,363.72,,,
2021.00,9.00,4.00,0.00,160.90,4.81,34.06,7.24,1.44,-0.61,-3.00,1848.89,,,
2021.00,9.00,4.00,1.00,158.23,4.59,31.70,6.99,0.46,0.22,-3.30,1545.68,,,
2021.00,9.00,4.00,2.00,155.55,4.37,31.52,6.74,-0.53,1.05,-3.61,1243.32,,,
2021.00,9.00,4.00,3.00,152.88,4.15,32.44,6.49,-1.51,1.88,-3.91,1170.75,,,
2021.00,9.00,4.00,4.00,148.72,3.95,32.80,6.25,-0.52,0.79,-3.37,1285.62,,,
2021.00,9.00,4.00,5.00,144.56,3.75,29.28,6.02,0.46,-0.30,-2.84,600.69,,,
2021.00,9.00,4.00,6.00,140.39,3.55,25.19,5.78,1.44,-1.39,-2.30,654.79,,,
2021.00,9.00,4.00,7.00,146.25,4.98,29.64,5.86,1.83,-2.01,-2.03,1314.81,,,
2021.00,9.00,4.00,8.00,152.11,6.40,31.19,5.93,2.23,-2.63,-1.75,1757.04,,,
2021.00,9.00,4.00,9.00,157.97,7.82,31.03,6.01,2.62,-3.25,-1.48,1441.41,,,
2021.00,9.00,4.00,10.00,157.67,7.06,30.97,6.67,2.46,-2.68,-1.11,1570.13,,,
2021.00,9.00,4.00,11.00,157.37,6.30,30.25,7.34,2.31,-2.11,-0.74,2059.83,,,
2021.00,9.00,4.00,12.00,157.06,5.55,28.88,8.00,2.15,-1.53,-0.38,1736.44,,,
2021.00,9.00,4.00,13.00,155.04,5.05,27.70,7.64,1.75,-1.54,-0.76,1375.20,,,
2021.00,9.00,4.00,14.00,153.01,4.56,27.16,7.29,1.34,-1.56,-1.13,1489.14,,,
2021.00,9.00,4.00,15.00,150.99,4.06,27.44,6.93,0.94,-1.57,-1.51,1465.68,,,
2021.00,9.00,4.00,16.00,170.49,4.72,28.00,7.03,1.52,-1.94,-1.67,1509.37,,,
2021.00,9.00,4.00,17.00,190.00,5.37,28.10,7.13,2.10,-2.31,-1.83,1552.91,,,
2021.00,9.00,4.00,18.00,209.50,6.02,28.51,7.24,2.68,-2.68,-1.99,1432.08,,,
2021.00,9.00,4.00,19.00,196.02,5.48,29.55,6.88,2.46,-2.58,-2.27,2098.70,,,
2021.00,9.00,4.00,20.00,182.54,4.93,29.50,6.52,2.24,-2.47,-2.56,1584.51,,,
2021.00,9.00,4.00,21.00,169.06,4.38,29.30,6.16,2.02,-2.36,-2.85,1677.90,,,
2021.00,9.00,4.00,22.00,164.89,4.36,29.97,6.33,1.30,-1.80,-2.76,2742.58,,,
2021.00,9.00,4.00,23.00,160.71,4.33,27.73,6.50,0.59,-1.24,-2.67,1900.43,,,
2020.00,1.00,29.00,0.00,39.79,12.17,27.52,5.92,-1.08,-0.07,0.88,137.25,,,
2020.00,1.00,29.00,1.00,40.87,13.26,28.49,6.03,-0.51,-0.24,0.42,345.78,,,
2020.00,1.00,29.00,2.00,41.96,14.34,28.57,6.13,0.05,-0.40,-0.05,123.57,,,
2020.00,1.00,29.00,3.00,43.05,15.43,28.44,6.24,0.62,-0.56,-0.51,145.36,,,
2020.00,1.00,29.00,4.00,42.21,16.73,28.62,6.35,0.63,-1.22,-0.25,148.90,,,
2020.00,1.00,29.00,5.00,41.38,18.04,31.25,6.45,0.65,-1.88,0.01,162.08,,,
2020.00,1.00,29.00,6.00,40.54,19.35,32.23,6.55,0.66,-2.54,0.27,443.66,,,
2020.00,1.00,29.00,7.00,60.86,18.40,30.49,6.84,0.43,-1.26,0.32,218.75,,,
2020.00,1.00,29.00,8.00,81.17,17.45,32.15,7.12,0.21,0.03,0.38,224.65,0.54,,
2020.00,1.00,29.00,9.00,101.49,16.51,33.27,7.40,-0.02,1.32,0.43,758.58,,,
2020.00,1.00,29.00,10.00,67.71,49.36,33.44,7.48,-0.68,0.69,0.13,888.98,,,
2020.00,1.00,29.00,11.00,33.93,82.21,32.76,7.55,-1.34,0.05,-0.18,1172.60,,,
2020.00,1.00,29.00,12.00,0.16,115.06,31.24,7.62,-2.00,-0.58,-0.49,486.16,,,
2020.00,1.00,29.00,13.00,20.95,81.05,27.90,7.62,-1.99,-0.90,0.35,274.51,,,
2020.00,1.00,29.00,14.00,41.75,47.03,29.69,7.61,-1.98,-1.22,1.19,569.48,,,
2020.00,1.00,29.00,15.00,62.54,13.02,28.45,7.60,-1.97,-1.54,2.02,576.93,,,
2020.00,1.00,29.00,16.00,58.51,14.47,28.88,7.46,-0.75,-1.32,1.96,471.70,,,
2020.00,1.00,29.00,17.00,54.48,15.92,28.65,7.32,0.47,-1.10,1.89,425.54,,,
2020.00,1.00,29.00,18.00,50.45,17.37,29.57,7.19,1.69,-0.87,1.83,375.53,,,
2020.00,1.00,29.00,19.00,39.26,36.12,31.00,7.29,1.90,-1.18,1.83,631.26,,,
2020.00,1.00,29.00,20.00,28.08,54.87,30.37,7.39,2.11,-1.49,1.83,573.97,,,
2020.00,1.00,29.00,21.00,16.89,73.61,27.57,7.49,2.32,-1.80,1.83,193.83,,,
2020.00,1.00,29.00,22.00,32.34,52.70,26.91,7.55,2.17,-1.51,1.62,225.43,,,
2020.00,1.00,29.00,23.00,47.79,31.79,27.43,7.61,2.02,-1.22,1.40,347.94,,,
2019.00,10.00,29.00,0.00,24.44,112.35,28.93,6.58,0.51,1.90,-1.15,70.17,,,
2019.00,10.00,29.00,1.00,16.36,120.61,30.13,6.72,0.64,0.96,-1.56,104.71,,,
2019.00,10.00,29.00,2.00,8.29,128.86,30.60,6.86,0.77,0.02,-1.98,221.76,,,
2019.00,10.00,29.00,3.00,0.21,137.12,26.70,7.01,0.89,-0.93,-2.39,179.61,,,
2019.00,10.00,29.00,4.00,0.77,123.66,25.08,6.88,0.85,-0.69,-2.18,359.57,,,
2019.00,10.00,29.00,5.00,1.33,110.20,23.08,6.76,0.81,-0.46,-1.96,459.81,,,
2019.00,10.00,29.00,6.00,1.89,96.74,24.37,6.63,0.77,-0.22,-1.75,83.02,,,
2019.00,10.00,29.00,7.00,27.13,67.02,25.63,6.32,0.64,-0.23,-1.39,104.07,,,
2019.00,10.00,29.00,8.00,52.37,37.31,27.69,6.01,0.51,-0.23,-1.02,77.29,,1.29,
2019.00,10.00,29.00,9.00,77.61,7.59,29.48,5.69,0.38,-0.23,-0.66,87.15,,,
2019.00,10.00,29.00,10.00,75.18,7.46,29.92,5.62,0.87,-0.38,0.06,367.00,,,
2019.00,10.00,29.00,11.00,72.74,7.33,28.32,5.54,1.36,-0.52,0.78,48.98,,,
2019.00,10.00,29.00,12.00,70.30,7.20,27.62,5.46,1.84,-0.67,1.50,188.76,,,
2019.00,10.00,29.00,13.00,66.59,7.16,27.49,5.11,2.48,-0.77,1.16,44.96,,,
2019.00,10.00,29.00,14.00,62.87,7.13,29.33,4.75,3.11,-0.88,0.82,125.50,,,
2019.00,10.00,29.00,15.00,59.16,7.09,28.88,4.39,3.74,-0.98,0.48,30.15,,,
2019.00,10.00,29.00,16.00,54.39,8.99,29.09,4.50,3.49,-0.67,0.54,35.27,,,
2019.00,10.00,29.00,17.00,49.62,10.88,30.74,4.60,3.25,-0.37,0.61,201.84,,,
2019.00,10.00,29.00,18.00,44.85,12.78,29.61,4.71,3.00,-0.06,0.68,138.65,,,
2019.00,10.00,29.00,19.00,31.04,55.46,32.72,4.93,0.95,0.27,1.00,408.67,,,
2019.00,10.00,29.00,20.00,17.23,98.14,32.74,5.15,-1.09,0.60,1.31,568.47,,,
2019.00,10.00,29.00,21.00,3.42,140.82,32.82,5.37,-3.14,0.93,1.63,458.52,,,
2019.00,10.00,29.00,22.00,2.35,135.49,33.23,5.57,-3.33,0.94,1.64,569.57,,,
2019.00,10.00,29.00,23.00,1.28,130.16,33.11,5.77,-3.51,0.95,1.65,632.11,,,
2021.00,2.00,11.00,0.00,158.40,3.13,34.15,6.85,5.75,-1.44,-2.62,3120.57,,,
2021.00,2.00,11.00,1.00,151.72,2.89,36.32,6.40,5.76,-1.66,-2.34,4374.75,,,
2021.00,2.00,11.00,2.00,145.03,2.64,30.83,5.96,5.77,-1.87,-2.06,1541.93,,,
2021.00,2.00,11.00,3.00,138.35,2.39,31.91,5.51,5.79,-2.08,-1.78,1576.25,,,
2021.00,2.00,11.00,4.00,144.49,2.34,29.63,5.24,5.78,-2.22,-1.89,1801.29,,,
2021.00,2.00,11.00,5.00,150.63,2.28,27.41,4.97,5.78,-2.35,-1.99,1655.27,,,
2021.00,2.00,11.00,6.00,156.77,2.22,26.03,4.70,5.78,-2.48,-2.09,1071.63,,,
2021.00,2.00,11.00,7.00,165.32,2.84,23.55,5.30,5.49,-2.41,-2.10,504.81,,,
2021.00,2.00,11.00,8.00,173.88,3.46,29.21,5.90,5.21,-2.34,-2.11,1515.34,1.67,3.44,0.49
2021.00,2.00,11.00,9.00,182.44,4.07,30.74,6.50,4.92,-2.27,-2.12,1348.35,,,
2021.00,2.00,11.00,10.00,168.47,3.78,34.28,6.16,4.91,-2.40,-2.33,2688.76,,,
2021.00,2.00,11.00,11.00,154.51,3.48,36.65,5.82,4.90,-2.52,-2.53,3529.62,,,
2021.00,2.00,11.00,12.00,140.55,3.19,36.06,5.47,4.89,-2.65,-2.74,3610.79,,,
2021.00,2.00,11.00,13.00,136.09,3.24,36.53,5.37,5.41,-2.12,-2.42,3434.61,,,
2021.00,2.00,11.00,14.00,131.62,3.29,35.36,5.27,5.94,-1.59,-2.11,2503.43,,,
2021.00,2.00,11.00,15.00,127.16,3.33,37.93,5.16,6.46,-1.06,-1.80,2916.66,,,
2021.00,2.00,11.00,16.00,146.13,5.41,40.96,6.79,6.01,-1.05,-2.53,3524.15,,,
2021.00,2.00,11.00,17.00,165.11,7.49,40.24,8.42,5.55,-1.04,-3.26,2127.87,,,
2021.00,2.00,11.00,18.00,184.08,9.56,40.79,10.04,5.10,-1.02,-4.00,3945.43,,,
2021.00,2.00,11.00,19.00,182.09,8.83,40.63,10.11,4.40,-1.42,-4.06,4095.62,,,
2021.00,2.00,11.00,20.00,180.10,8.10,39.48,10.17,3.70,-1.81,-4.13,3873.55,,,
2021.00,2.00,11.00,21.00,178.11,7.37,37.70,10.23,2.99,-2.20,-4.20,2409.27,,,
2021.00,2.00,11.00,22.00,164.44,5.63,38.35,9.57,2.47,-1.74,-3.42,3244.21,,,
2021.00,2.00,11.00,23.00,150.78,3.90,36.65,8.91,1.94,-1.28,-2.63,2256.22,,,
2023.00,1.00,17.00,0.00,7.33,186.58,27.63,11.54,-0.60,-1.90,-1.79,544.11,,,
2023.00,1.00,17.00,1.00,5.15,178.37,25.91,10.65,0.29,-2.02,-1.13,523.56,,,
2023.00,1.00,17.00,2.00,2.97,170.16,25.56,9.76,1.18,-2.13,-0.48,490.50,,,
2023.00,1.00,17.00,3.00,0.79,161.95,25.35,8.87,2.07,-2.25,0.18,43.82,,,
2023.00,1.00,17.00,4.00,0.61,153.35,27.24,9.01,2.03,-2.21,0.02,204.06,,,
2023.00,1.00,17.00,5.00,0.44,144.74,27.79,9.15,2.00,-2.17,-0.13,163.41,,,
2023.00,1.00,17.00,6.00,0.27,136.13,28.23,9.30,1.97,-2.14,-0.28,77.98,,,
2023.00,1.00,17.00,7.00,0.34,150.82,26.79,9.87,1.69,-1.83,0.09,101.49,,,
2023.00,1.00,17.00,8.00,0.41,165.52,28.21,10.44,1.40,-1.53,0.45,31.67,1.30,1.65,0.79
2023.00,1.00,17.00,9.00,0.48,180.21,27.17,11.01,1.12,-1.23,0.82,207.83,,,
2023.00,1.00,17.00,10.00,12.73,151.10,25.94,11.38,0.46,-1.70,0.65,195.91,,,
2023.00,1.00,17.00,11.00,24.97,122.00,27.17,11.75,-0.21,-2.17,0.48,86.33,,,
2023.00,1.00,17.00,12.00,37.22,92.89,28.10,12.12,-0.88,-2.64,0.31,23.50,,,
2023.00,1.00,17.00,13.00,46.29,77.19,28.92,11.10,0.05,-2.31,0.18,67.62,,,
2023.00,1.00,17.00,14.00,55.36,61.49,27.47,10.07,0.97,-1.97,0.06,93.84,,,
2023.00,1.00,17.00,15.00,64.43,45.79,28.23,9.04,1.90,-1.64,-0.07,52.89,,,
2023.00,1.00,17.00,16.00,49.88,62.82,27.24,9.34,2.01,-1.59,-0.19,142.49,,,
2023.00,1.00,17.00,17.00,35.34,79.85,26.70,9.64,2.12,-1.55,-0.30,112.98,,,
2023.00,1.00,17.00,18.00,20.79,96.89,28.26,9.94,2.23,-1.51,-0.42,27.58,,,
2023.00,1.00,17.00,19.00,23.02,114.37,28.20,11.03,2.21,-1.43,-0.53,28.92,,,
2023.00,1.00,17.00,20.00,25.24,131.86,27.54,12.13,2.19,-1.36,-0.65,105.39,,,
2023.00,1.00,17.00,21.00,27.47,149.34,27.93,13.22,2.17,-1.28,-0.76,245.92,,,
2023.00,1.00,17.00,22.00,36.29,127.07,28.27,13.54,2.29,-1.13,-0.48,336.84,,,
2023.00,1.00,17.00,23.00,45.12,104.80,27.20,13.86,2.42,-0.98,-0.20,266.33,,,
2024.00,2.00,14.00,0.00,82.59,25.01,27.42,17.60,-1.33,2.71,0.36,66.67,,,
2024.00,2.00,14.00,1.00,56.66,50.60,27.31,17.18,-1.27,2.24,0.02,29.94,,,
2024.00,2.00,14.00,2.00,30.73,76.18,29.34,16.75,-1.22,1.76,-0.32,55.90,,,
2024.00,2.00,14.00,3.00,4.80,101.77,29.48,16.33,-1.16,1.29,-0.66,38.31,,,
2024.00,2.00,14.00,4.00,23.20,72.00,30.57,15.34,0.25,0.98,-0.25,114.64,,,
2024.00,2.00,14.00,5.00,41.61,42.23,30.29,14.34,1.66,0.67,0.17,48.82,,,
2024.00,2.00,14.00,6.00,60.02,12.46,31.55,13.34,3.08,0.36,0.58,320.21,,,
2024.00,2.00,14.00,7.00,41.54,33.16,30.20,13.95,2.41,0.31,0.52,125.72,,,
2024.00,2.00,14.00,8.00,23.05,53.86,29.69,14.56,1.74,0.25,0.45,103.10,0.75,1.98,0.38
2024.00,2.00,14.00,9.00,4.56,74.56,29.81,15.17,1.07,0.20,0.38,130.30,,,
2024.00,2.00,14.00,10.00,7.86,78.49,30.07,15.46,0.49,0.62,0.30,305.30,,,
2024.00,2.00,14.00,11.00,11.15,82.42,30.59,15.75,-0.09,1.03,0.23,342.18,,,
2024.00,2.00,14.00,12.00,14.44,86.35,32.20,16.04,-0.66,1.44,0.15,297.85,,,
2024.00,2.00,14.00,13.00,9.63,99.60,30.54,15.79,-0.96,0.80,-0.42,269.06,,,
2024.00,2.00,14.00,14.00,4.81,112.84,31.10,15.54,-1.26,0.17,-0.98,120.69,,,
2024.00,2.00,14.00,15.00,0.00,126.09,30.06,15.29,-1.56,-0.47,-1.55,409.22,,,
2024.00,2.00,14.00,16.00,16.17,95.26,28.24,14.21,-0.11,-0.00,-0.85,499.65,,,
2024.00,2.00,14.00,17.00,32.34,64.44,28.91,13.14,1.33,0.47,-0.15,258.79,,,
2024.00,2.00,14.00,18.00,48.51,33.61,30.74,12.06,2.77,0.93,0.55,236.69,,,
2024.00,2.00,14.00,19.00,54.39,23.67,30.64,12.41,3.84,1.26,1.41,173.54,,,
2024.00,2.00,14.00,20.00,60.28,13.72,32.98,12.76,4.90,1.58,2.27,644.38,,,
2024.00,2.00,14.00,21.00,66.17,3.78,33.12,13.11,5.97,1.91,3.13,586.57,,,
2024.00,2.00,14.00,22.00,61.21,5.02,30.31,13.07,5.32,1.67,2.91,379.73,,,
2024.00,2.00,14.00,23.00,56.25,6.25,29.79,13.02,4.67,1.44,2.69,348.19,,,
2023.00,5.00,30.00,0.00,16.11,86.01,25.18,8.74,-1.70,-0.87,0.33,60.66,,,
2023.00,5.00,30.00,1.00,25.65,77.17,28.87,8.63,-1.84,-0.66,0.37,136.90,,,
2023.00,5.00,30.00,2.00,35.19,68.34,31.32,8.51,-1.98,-0.45,0.41,143.02,,,
2023.00,5.00,30.00,3.00,44.73,59.51,28.92,8.40,-2.12,-0.24,0.46,56.16,,,
2023.00,5.00,30.00,4.00,31.68,67.86,29.60,8.47,-1.30,-0.84,0.48,29.51,,,
2023.00,5.00,30.00,5.00,18.63,76.21,30.29,8.55,-0.47,-1.45,0.51,278.23,,,
2023.00,5.00,30.00,6.00,5.59,84.56,30.26,8.62,0.35,-2.05,0.54,85.10,,,
2023.00,5.00,30.00,7.00,3.73,94.01,29.68,9.06,0.48,-2.08,0.42,111.24,,,
2023.00,5.00,30.00,8.00,1.87,103.47,27.76,9.49,0.62,-2.11,0.31,93.87,0.32,0.16,2.05
2023.00,5.00,30.00,9.00,0.01,112.92,28.23,9.93,0.75,-2.14,0.19,42.29,,,
2023.00,5.00,30.00,10.00,0.01,115.07,29.80,9.65,0.58,-2.19,0.34,18.46,,,
2023.00,5.00,30.00,11.00,0.02,117.22,30.66,9.37,0.40,-2.25,0.48,31.58,,,
2023.00,5.00,30.00,12.00,0.02,119.36,30.03,9.09,0.23,-2.30,0.62,41.75,,,
2023.00,5.00,30.00,13.00,0.11,118.23,24.72,9.24,0.66,-2.20,0.30,160.59,,,
2023.00,5.00,30.00,14.00,0.20,117.09,25.23,9.40,1.09,-2.11,-0.03,120.09,,,
2023.00,5.00,30.00,15.00,0.29,115.95,28.58,9.56,1.53,-2.01,-0.36,170.34,,,
2023.00,5.00,30.00,16.00,4.95,105.49,26.57,9.47,1.60,-2.09,0.03,172.00,,,
2023.00,5.00,30.00,17.00,9.61,95.04,27.56,9.38,1.67,-2.17,0.42,165.45,,,
2023.00,5.00,30.00,18.00,14.27,84.58,23.95,9.29,1.74,-2.26,0.81,194.82,,,
2023.00,5.00,30.00,19.00,9.52,98.21,26.83,9.55,0.71,-1.65,0.73,135.74,,,
2023.00,5.00,30.00,20.00,4.77,111.84,23.93,9.80,-0.32,-1.04,0.64,130.30,,,
2023.00,5.00,30.00,21.00,0.02,125.48,23.19,10.05,-1.35,-0.43,0.55,111.44,,,
2023.00,5.00,30.00,22.00,4.92,128.31,25.06,10.81,-1.20,0.07,0.53,84.67,,,
2023.00,5.00,30.00,23.00,9.82,131.14,26.25,11.56,-1.05,0.57,0.51,93.51,,,
2024.00,2.00,12.00,0.00,10.86,83.15,19.51,13.79,0.65,1.99,0.95,109.24,,,
2024.00,2.00,12.00,1.00,27.83,57.66,21.43,12.74,1.86,1.61,1.35,74.85,,,
2024.00,2.00,12.00,2.00,44.81,32.18,23.25,11.70,3.07,1.23,1.75,48.90,,,
2024.00,2.00,12.00,3.00,61.79,6.69,23.75,10.66,4.28,0.85,2.15,42.46,,,
2024.00,2.00,12.00,4.00,61.88,6.59,25.23,10.44,4.48,0.63,1.82,35.58,,,
2024.00,2.00,12.00,5.00,61.98,6.49,23.38,10.23,4.69,0.42,1.49,41.31,,,
2024.00,2.00,12.00,6.00,62.07,6.39,22.86,10.01,4.89,0.20,1.16,385.66,,,
2024.00,2.00,12.00,7.00,71.96,10.37,21.86,13.08,2.48,0.90,0.51,180.64,,,
2024.00,2.00,12.00,8.00,81.85,14.34,22.51,16.14,0.07,1.60,-0.14,44.59,,,
2024.00,2.00,12.00,9.00,91.74,18.31,24.14,19.20,-2.33,2.30,-0.79,137.39,1.27,2.75,0.46
2024.00,2.00,12.00,10.00,94.81,16.41,24.77,19.07,-2.50,2.53,-0.44,64.80,,,
2024.00,2.00,12.00,11.00,97.88,14.50,25.44,18.95,-2.67,2.75,-0.09,289.89,,,
2024.00,2.00,12.00,12.00,100.96,12.60,26.98,18.82,-2.84,2.98,0.26,295.75,,,
2024.00,2.00,12.00,13.00,97.40,12.93,25.21,18.99,-3.11,2.52,-0.27,93.43,,,
2024.00,2.00,12.00,14.00,93.85,13.26,23.37,19.16,-3.38,2.07,-0.80,64.29,,,
2024.00,2.00,12.00,15.00,90.29,13.60,23.84,19.33,-3.65,1.62,-1.33,80.71,,,
2024.00,2.00,12.00,16.00,88.77,16.45,23.23,19.44,-3.45,1.87,-0.95,171.84,,,
2024.00,2.00,12.00,17.00,87.26,19.30,23.68,19.54,-3.24,2.12,-0.58,50.77,,,
2024.00,2.00,12.00,18.00,85.74,22.15,25.78,19.65,-3.04,2.38,-0.20,62.06,,,
2024.00,2.00,12.00,19.00,79.34,19.25,25.76,19.51,-1.38,1.83,-0.16,159.70,,,
2024.00,2.00,12.00,20.00,72.94,16.35,25.76,19.37,0.29,1.28,-0.12,202.16,,,
2024.00,2.00,12.00,21.00,66.54,13.46,25.19,19.24,1.95,0.73,-0.08,139.79,,,
2024.00,2.00,12.00,22.00,68.98,12.02,27.43,18.26,1.86,0.71,0.42,76.56,,,
2024.00,2.00,12.00,23.00,71.43,10.58,25.22,17.29,1.77,0.69,0.92,39.24,,,
2022.00,12.00,23.00,0.00,16.48,83.94,10.50,5.59,1.85,-1.56,4.16,104.74,,,
2022.00,12.00,23.00,1.00,14.25,94.83,9.67,5.95,1.09,-1.62,3.38,55.05,,,
2022.00,12.00,23.00,2.00,12.02,105.73,10.74,6.30,0.34,-1.67,2.60,73.07,,,
2022.00,12.00,23.00,3.00,9.78,116.63,12.43,6.66,-0.41,-1.72,1.82,157.35,,,
2022.00,12.00,23.00,4.00,29.19,90.48,13.43,6.49,-1.83,-1.62,2.40,100.25,,,
2022.00,12.00,23.00,5.00,48.60,64.33,15.08,6.31,-3.26,-1.52,2.97,135.81,,,
2022.00,12.00,23.00,6.00,68.00,38.18,13.56,6.14,-4.68,-1.41,3.54,37.57,,,
2022.00,12.00,23.00,7.00,54.01,49.67,11.93,5.86,-4.79,-1.54,3.36,83.57,,,
2022.00,12.00,23.00,8.00,40.02,61.16,12.71,5.59,-4.89,-1.68,3.18,23.02,,,
2022.00,12.00,23.00,9.00,26.02,72.65,11.52,5.31,-5.00,-1.81,2.99,21.59,0.53,0.54,0.97
2022.00,12.00,23.00,10.00,24.50,82.97,10.00,5.47,-4.14,-1.10,2.14,91.19,,,
2022.00,12.00,23.00,11.00,22.98,93.29,8.10,5.62,-3.28,-0.39,1.29,34.46,,,
2022.00,12.00,23.00,12.00,21.45,103.61,7.75,5.78,-2.42,0.32,0.44,31.64,,,
2022.00,12.00,23.00,13.00,27.55,95.15,5.85,5.66,-2.89,-0.49,0.94,46.08,,,
2022.00,12.00,23.00,14.00,33.65,86.69,7.79,5.54,-3.36,-1.30,1.44,53.48,,,
2022.00,12.00,23.00,15.00,39.75,78.23,9.77,5.42,-3.82,-2.11,1.94,46.55,,,
2022.00,12.00,23.00,16.00,50.13,75.30,13.71,5.59,-2.44,-2.08,1.51,21.47,,,
2022.00,12.00,23.00,17.00,60.50,72.38,11.19,5.77,-1.06,-2.05,1.08,75.48,,,
2022.00,12.00,23.00,18.00,70.88,69.45,13.62,5.94,0.31,-2.02,0.64,134.97,,,
2022.00,12.00,23.00,19.00,58.39,76.16,14.29,6.19,0.20,-2.09,1.44,195.95,,,
2022.00,12.00,23.00,20.00,45.90,82.86,13.23,6.43,0.09,-2.16,2.24,69.59,,,
2022.00,12.00,23.00,21.00,33.41,89.56,9.56,6.67,-0.02,-2.23,3.04,130.59,,,
2022.00,12.00,23.00,22.00,47.45,65.65,7.23,6.53,-0.52,-2.07,3.17,57.77,,,
2022.00,12.00,23.00,23.00,61.50,41.74,7.16,6.39,-1.02,-1.90,3.29,57.67,,,
2019.00,9.00,13.00,0.00,0.19,70.10,25.47,9.17,1.36,-0.20,-1.33,101.77,,,
2019.00,9.00,13.00,1.00,12.67,53.16,27.28,9.81,1.20,-0.27,-0.64,173.09,,,
2019.00,9.00,13.00,2.00,25.15,36.23,24.56,10.45,1.04,-0.35,0.06,40.35,,,
2019.00,9.00,13.00,3.00,37.64,19.30,23.29,11.09,0.88,-0.42,0.75,28.61,,,
2019.00,9.00,13.00,4.00,40.08,18.08,24.39,10.10,-0.09,-0.76,0.04,46.23,,,
2019.00,9.00,13.00,5.00,42.53,16.87,23.92,9.11,-1.05,-1.10,-0.67,19.62,,,
2019.00,9.00,13.00,6.00,44.98,15.66,26.38,8.12,-2.02,-1.44,-1.38,18.40,,,
2019.00,9.00,13.00,7.00,42.13,17.44,29.10,7.56,-1.97,-1.21,-1.12,119.40,,,
2019.00,9.00,13.00,8.00,39.28,19.23,28.35,7.00,-1.92,-0.98,-0.86,76.35,,1.26,
2019.00,9.00,13.00,9.00,36.43,21.02,30.28,6.43,-1.87,-0.74,-0.59,171.34,,,
2019.00,9.00,13.00,10.00,33.13,25.11,27.41,6.29,-2.01,-0.74,-0.64,35.13,,,
